,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
791,"""Great Health Benefits""",I worked at Apple part-time for more than 5 years,"Great health benefits, stimulating environment, good coworkers","Like pulling teeth to get time off sometimes, limited PTO",3.0,5.0,4.0,5.0,5.0
792,"""It’s great!""",I have been working at Apple ,This is the best place,There are no cons .,5.0,5.0,5.0,5.0,5.0
793,"""Incredible Experience Every Day""",I have been working at Apple full-time,"Great pay, excellent benefits, inspiring co-workers.",Open positions can be hard to come by.,,,,,
794,"""Great place to get a start""",I worked at Apple full-time for more than 5 years,Benefits are excellent-- especially the stock contributions. Great opportunities to learn.,"Slow advancement, can be at times unflexible",,,,,
795,"""A great starter job, but you won't want to stick around""",I have been working at Apple full-time for more than 5 years,"As a starter retail job, it's about as good as it gets. Much higher pay that other retail places, better benefits, although it's not as good as they should be able to pay.","The politics are shady, totally obscure, and extremely toxic. Don't get too invested in the job or you'll find yourself in for a lot of frustration and heartbreak",5.0,3.0,4.0,4.0,2.0
796,"""Great company to work for, especially for a retail environment""",I have been working at Apple part-time for more than 5 years,The managers give you autonomy and let you discover what you want to accomplish in the store.,Jumping from retail to corporate is very hard.,5.0,5.0,4.0,5.0,5.0
797,"""Good Job""",I have been working at Apple part-time for more than a year,"Excellent internal management skills
organized structure
ability to advance career and knowledge
Friendly/progressive workplace environment and ethos","Skillset is enclosed in Apple's ""walled garden""
Depending on managers, favoritism may play into career development/scheduling
Constantly on your feet/hunched over (Get ergonomic shoes!)",1.0,3.0,4.0,3.0,4.0
798,"""Work life/ Balance""",I have been working at Apple part-time for less than a year,benefits not only for you as well as your family,"work-life balance, say one thing in training and once you out of training a whole different story",2.0,2.0,5.0,5.0,3.0
799,"""Good benefits, not great interest in the employee""",I worked at Apple part-time for less than a year,Great benefits even being a part time employee you can get health insurance and 401k and a bonus and discount in products. Flexible schedule .,"Don't care much for the employees. Supposed to have breaks and they kind of ""forget "" about them or don't enforce them. You are working with one client and they are already lining up the next one.  I was supposed to sit with my boss and talk to him in the next three months. He never had the time to do it.",3.0,3.0,4.0,4.0,2.0
800,"""Great company to work for""",I have been working at Apple full-time for more than 3 years,"Innovative, good work culture, customer centric approach",Work politics is horrible to deal with,2.0,3.0,3.0,4.0,3.0
801,"""Good place to grow""",I have been working at Apple full-time for more than 3 years,"Good work culture, diverse, fun",Not very many cons here,5.0,5.0,5.0,5.0,5.0
802,"""great company to work for""",I worked at Apple part-time for less than a year,great company to work for i loved it,nothing negative to say about the company,5.0,5.0,5.0,5.0,5.0
803,"""Great!""",I have been working at Apple full-time,Great benefits! Perfect if you are starting your professional career,Can get monotonous. Use every opportunity to grow.,2.0,5.0,3.0,3.0,1.0
804,"""Solid Retail Job""",I worked at Apple part-time for more than a year,"Good pay, benefits, people you work with generally are great.",Working with the public.,3.0,4.0,4.0,5.0,4.0
805,"""Good job if you just need one""",I worked at Apple full-time for more than 3 years,"Great benefits, great people, room for growth, very good work-life balance schedules offered","Can be extremely fast paced, Must be willing to be patient",4.0,5.0,5.0,4.0,4.0
806,"""Excellent place to grow and develop skills""",I worked at Apple full-time for more than a year,Excellent place to grow and develop skills,Sometime I was unable to find good quality stationery,,,,,
807,"""review""",I have been working at Apple part-time for more than 3 years,People you work with and benefits,Work environment and work organization,3.0,3.0,3.0,5.0,2.0
808,"""Love the job, not enough support""",I have been working at Apple full-time for more than 5 years,"Multitasking, flexibility of tasks, supporting teammates and culture keeping of the genius team","demanding mentally, constant task list, not a lot of recognition or support for base tasks.",3.0,5.0,4.0,3.0,3.0
809,"""Brand Ambassador That Wears 1000 Hats""",I worked at Apple full-time for more than 10 years,"Apple University helps employees learn the culture of the company.  The benefits are top notch!  Working with ""A players"" means you are pushed to be your best self.",Apple sets a high bar for performance.  It can be difficult to meet quotas.,5.0,5.0,3.0,4.0,5.0
810,"""Incredible benefits and great pay""",I have been working at Apple full-time for more than a year,"- Above average pay
- Awesome benefits including health, vision, dental, stock options, charity donations and more
- super easy to take time off when needed
- Work/life balance","- Still retail, so still have to deal with angry customers and getting yelled at
- Sometimes can be hard to justify decisions made at corporate level to customers, especially at the Genius Bar when customers are upset that things aren’t covered under warranty
- erratic retail hours  
-  can be difficult to move up",4.0,5.0,3.0,5.0,3.0
811,"""Decent perk package, little room for advancement, high turnaround.""",I worked at Apple full-time for more than 3 years,"Enticing perks such as employee stock purchase plan, notable discounts on product, good benefits relative to similar positions at other companies and incentives such as fitness reimbursement ($300 annually).","Extremely difficult to make upward advancement despite the company adamantly encouraging you to make effort to do so. Lots of “lateral” moves to different positions which, despite requiring an entire new interview and hiring process (even from within), do not result in much benefit (monetary or otherwise). There is a huge amount of turnover so they almost expect you to leave once you realize there’s almost nowhere to go but sideways. Annual “merit increases” of 2-5% are the most you can hope for if you do not apply, interview and get hired into an “elevated” position which some stores do not even allow. Don’t get hired at the bottom!",4.0,4.0,1.0,2.0,2.0
812,"""inequality""",I have been working at Apple part-time for more than a year,"good benefits, nice staff, stock options and health benefits for part timers","women are often paid less, be your own advocate or you will not move up.",2.0,4.0,3.0,3.0,3.0
813,"""not for everyone""",I worked at Apple full-time,"lots of smart high achievers
work on world class products
exposure to high volume design &amp; manufacturing","no work life balance
working at Apple isn't a job, it's a lifestyle",,,,,
814,"""bebefits""",I have been working at Apple full-time for more than 3 years,Good steady hours and steady eork,HR has a lot of work to do to be a better company,3.0,3.0,2.0,3.0,1.0
815,"""I love working here !!""",I have been working at Apple part-time for more than a year,Great benefits and a fantastic team,Few hours and rude customers,5.0,5.0,5.0,5.0,5.0
816,"""Great people, wonderful workplace.""",I worked at Apple part-time for more than 5 years,The people who work at Apple are friendly and creative.,"The customers can be challenging to work with, but this will make you even better at problem solving.",5.0,5.0,3.0,5.0,5.0
817,"""Amazing College Job""",I worked at Apple part-time for more than 3 years,Consistent Schedule and Great management,Sometimes hard to meet with your manager in a timely manner.,5.0,5.0,5.0,5.0,4.0
818,"""its up to you""",I have been working at Apple part-time for more than a year,its a good job,mangement is the worst,3.0,4.0,2.0,4.0,1.0
819,"""Working at Apple""",I have been working at Apple part-time for more than a year,"Benefits, discounts, Healthcare were really great at Apple.",Leadership was very difficult to deal with.,,,,,
820,"""Apple""",I worked at Apple full-time for more than 3 years,"great culture, competitive salary and benefits","not many opportunities for advancement, very political, retail has terrible hours and PTO blackout periods",4.0,5.0,4.0,5.0,3.0
821,"""Troubleshooting iOS devices.""",I have been working at Apple part-time for more than a year,"They treat the workers well, great benefits, rather flexible with scheduling, and they pay well.",Customer service in these stores is a nightmare.,3.0,5.0,3.0,4.0,2.0
822,"""Fulfilling work at the cost of personal time""",I have been working at Apple full-time,"Fast paced environment 
Immense sense of responsibility and accountability 
Strong project ownership 
Highly inter-disciplinary work profile","Long work weeks
A lot of time spent in managing program deadlines which comes at the expense of hardcore reliability work",2.0,4.0,3.0,3.0,2.0
823,"""A good company to work for with really good benefits""",I have been working at Apple full-time for more than a year,"Apple is a good company to work for, they treat the employees well and have chances to advance in the company as far as you want to.",The job can be very repetitive at times and can feel like employees are robots.,4.0,4.0,4.0,5.0,3.0
824,"""apple California""",I have been working at Apple part-time for more than 8 years,our people.  the retail store.,our people other sectors are not samosa our retail people,2.0,4.0,1.0,2.0,4.0
825,"""Good if you want to move up""",I have been working at Apple part-time for more than 5 years,"Flexible part-time hours, decent benefits, easy going management","Wages still not high enough for cost of living, although not the worst. Can be fast paced to the point of exhaustion due to high volume and understaffing at times.",3.0,3.0,4.0,3.0,4.0
826,"""ADVISE!""",I worked at Apple full-time for more than 8 years,"I hope there isn't a max on this, so here it goes! If you want to work from home and you don't care how management treats you, this is the place for you. If you are looking for a career or movement in your position this isn't for you. They have managers who tell you to do something against COMPANY POLICY! Managers who constantly call out and DO NOT care about there teams. If you happen to miss a couple days because your sick and you have to call out, better believe you will be on an attendance warning when you get back. This isn't your average company to work for. They love to give you more work, then what you agreed to without a pay increase. They expect your a AHA to do a managers job by creating presentations, reviews, ideas to improve your dept and COMPANY, and then you get ZERO recognition for it. If you like to be walked over, sign up. But if you take pride in what you do and you have done nothing but stride and give over 150% to this company expect the least. Managers are like revolving doors. Management won't give a rats a about you. Oh and if you go over in your breaks by a few seconds, you will be talked to, if your to early and clock in, they will talk to you. They may be a TRILLION dollar company, but they sure act like a company barely holding on to there funds.. I wouldn't recommend working here. I could write a novel about this company on how UNETHICAL they are. It is all fun and games back when someone else was over your company, then serious changes happen, and do I mean SERIOUS. This company use to be something every person could imagine to work for, now its a neglected, overrated, powerhouse who doesn't have about the true employees who carry the company. DO NOT WORK FOR THEM!",Save yourself the trouble don't for work for them.,1.0,1.0,1.0,4.0,1.0
827,"""Experience""",I worked at Apple part-time for less than a year,"Positive work environment.
Supportive staff.
Flexible work schedule.","You have to pay for parking.
If you park outside, 2 hour limit for parking. 
Free parking --&gt; 5 blocks away..",3.0,5.0,5.0,5.0,4.0
828,"""Experience""",I worked at Apple part-time for less than a year,"Positive work environment.
Supportive staff.
Flexible work schedule.","You have to pay for parking.
If you park outside, 2 hour limit for parking. 
Free parking --&gt; 5 blocks away..",3.0,5.0,5.0,5.0,4.0
829,"""Great company, not much room for promotions""",I have been working at Apple full-time for more than 5 years,Benefits and salary are great. Yearly raises. Lots of vacation and sick time,Impossible to get promoted,5.0,4.0,2.0,4.0,3.0
830,"""Long time employee""",I worked at Apple full-time for more than 8 years,"Great benefits, discounts and personal support","Work life balance, long hours",2.0,3.0,2.0,4.0,1.0
831,"""Cult""",I worked at Apple part-time for more than a year,You meet a lot of cool customers at this job,"Management sucks at communication
You don’t have to sell yourself to the customer but you do have to sell your self to management",3.0,1.0,1.0,3.0,1.0
832,"""Best Job Ever""",I have been working at Apple full-time for more than 5 years,"Work from home, the best benefits I've ever seen, wonderful people to work with.",You don't get that in person to person interaction as you would elsewhere.,5.0,5.0,5.0,5.0,5.0
833,"""Amazing hours and pay!""",I worked at Apple full-time for more than a year,"Excellent pay and benefits
M-F: 7am-3:30pm
Close to home",Only downside was that you're sitting at your desk all day,,,,,
834,"""Amazing Company with incredible benefits.""",I have been working at Apple full-time for more than 3 years,Amazing beliefs and benefits. Incredible people work here.,Retail Hours and no bonuses,2.0,5.0,4.0,5.0,5.0
835,"""nice""",I have been working at Apple full-time,the atmosphere and people are nice,busy and customers can be nasty,,,,,
836,"""Put in the work you will grow here""",I worked at Apple full-time for more than 8 years,You will learn more about yourself because of the culture of feedback they embrace.,"It's a huge company and you have to be comfortable with being one of the thousands. Your opinion is only appreciated when solicited for your opinion, keep in mind Apple is not focused on innovation, its about business and satisfying investors.",1.0,3.0,4.0,4.0,2.0
837,"""It's okay, nothing special""",I have been working at Apple full-time for less than a year,Name is the only good thing which I'm getting,"A lot, they don't have stocked kitchen",2.0,2.0,2.0,2.0,2.0
838,"""Great short term job""",I have been working at Apple full-time for more than a year,"Great people to work with, as well as great job to have a for a short time period.",Work life balance of random schedules continually as well as time off requests continuously being denied make this job nearly impossible to be sustainable for a full career.,2.0,4.0,4.0,4.0,4.0
839,"""This is a great company to work for""",I have been working at Apple part-time for more than a year,"Great environment 
Friendly co workers 
Great hours","Customer driven (retail)
Mall environment
Not that many food options",5.0,5.0,5.0,4.0,5.0
840,"""perfect""",I have been working at Apple full-time for less than a year,Good environement nice office great food,privacy restriction location office people,5.0,5.0,5.0,5.0,5.0
841,"""Constantly learning and growth""",I have been working at Apple full-time for more than 8 years,Best part of working at Apple outside of the great team of diverse people from around the world you work with is the constantly learning of technology and software on an almost daily basis.,It is still a retail environment despite being more technical in my department so the random schedule or requests for time off can be hard.,5.0,5.0,4.0,5.0,5.0
842,"""Good place to start your career""",I have been working at Apple full-time for more than a year,Lots of resources and fast pace,Bureaucracy slows down progress at times,5.0,4.0,5.0,4.0,3.0
843,"""Great place to work, the culture is very supportive.""",I have been working at Apple full-time for more than 5 years,Always supported never left hanging out to dry.,Scheduling is not very flexible.,4.0,5.0,4.0,4.0,4.0
844,"""Great company to work for""",I have been working at Apple full-time for less than a year,So many talented people with good work ethic. Perfect place for someone who wants to grow.,A work-life-balance may not be so good for some people.,,,,,
845,"""Apple has a great culture from retail to corporate""",I have been working at Apple full-time for more than 8 years,"There is growth available in every position and go-getters will find themselves flush with opportunity. If you have the drive to succeed, you will.","Some of the perks have declined in recent years, including the on-campus Caffe experience.",4.0,5.0,5.0,5.0,5.0
846,"""Best part time job""",I have been working at Apple part-time for more than 3 years,Have time to do what I'm really passionate about.,Most customers feel privileged and entitled,3.0,4.0,4.0,5.0,3.0
847,"""Apple Solutions Consultant""",I have been working at Apple full-time for more than 3 years,"Amazing benefits, decent pay, great team",Work-life balance and growth potential,1.0,5.0,2.0,5.0,5.0
848,"""Good company to work for""",I have been working at Apple full-time for more than 5 years,"Benefits, PTO, Shares and 401K Matching",Compensation could be significantly improved upon.,,,,,
849,"""Applecare planner""",I have been working at Apple full-time for more than 3 years,Stable job and great people with vast experience to be working with and a great culture to be part of.,Not much growth opportunity for career development outside of your assigned job functions and responsibilities as they are limited. Mangers and directors have the most say for strategic decisions.,5.0,5.0,3.0,3.0,4.0
850,"""Great""",I have been working at Apple full-time,"Good pay, good benefits, fair reviews",Bad work life balance,,,,,
851,"""Love my job""",I have been working at Apple full-time for more than 10 years,Benefits and knowing you are working for a on the forefront of technology.,Limited advancement at the current time,5.0,5.0,3.0,5.0,5.0
852,"""Save Yourself""",I worked at Apple full-time for more than 8 years,"For those who take full advantage of the leave benefits, it's probably a good thing.",Overload of work responsibilities without commensurate compensation.  Extreme levels of micromanagement.  No life balance.  They will suck the life out of you so that much of your time off is catching up on sleep.  A revolving door of fellow workers going out on short-term disability leave for anxiety and other ailments.  Training leaves much to be desired.  Quality of hiring has gone way down.,1.0,1.0,1.0,1.0,1.0
853,"""Great Job Tough Hours""",I worked at Apple full-time for more than 3 years,"Fast Paced, challenging, top notch co-workers","Pace, high expectation, high travel",2.0,4.0,5.0,4.0,3.0
854,"""Best retail sales job!""",I worked at Apple full-time for more than 3 years,"Great atmosphere, easy to move up.","Can be a bit cultish, required to hit monthly metrics.",4.0,4.0,4.0,3.0,5.0
855,"""Great place to work""",I have been working at Apple full-time for more than 5 years,Apple is flexible and amazing benefits,"Repetitious work 
Schedules change every 3-6 months",4.0,4.0,3.0,5.0,4.0
856,"""Department needs an overhaul""",I worked at Apple full-time for less than a year,Great flexibility and benefits. The Wellness Center is on campus and easy to get an appointment for most of the services.,"Not a lot of support from leadership, so feel like you're constantly being run over by everyone you work with. Not a lot of career growth unless you want to grow laterally.",4.0,3.0,1.0,2.0,1.0
857,"""Fun""",I have been working at Apple full-time for more than 5 years,"Benefits and PTO 
Knowledgeable staff 
Latest technology","-Lack of communication between managers
- to many couples 
- HR could care less about sexual harassment issues 
- Company's values have drastically changed",2.0,1.0,2.0,4.0,2.0
858,"""Fun""",I have been working at Apple full-time for more than 5 years,"Benefits and PTO 
Knowledgeable staff 
Latest technology","-Lack of communication between managers
- to many couples 
- HR could care less about sexual harassment issues 
- Company's values have drastically changed",2.0,1.0,2.0,4.0,2.0
859,"""Call center work is tough""",I have been working at Apple full-time for more than 3 years,Benefits are the bomb. Good company to work for.,Too much favoritisms.  They promise promotions that never happen.,3.0,3.0,1.0,5.0,1.0
860,"""Apple""",I have been working at Apple full-time for more than a year,Great benefits great people,None great place of business,5.0,5.0,5.0,5.0,5.0
861,"""No Career growth""",I worked at Apple full-time for more than 3 years,You will get a brand name,Being a Engineering project manager you will just act as office admin. The old lots who joined 15-20yrs back the company &amp; have no idea where the industry has moved on will sit and do politics.,1.0,1.0,1.0,3.0,1.0
862,"""d""",I have been working at Apple part-time for less than a year,everything is good at apple,the hours are kinda bad and a large work load,5.0,5.0,5.0,5.0,5.0
863,"""Good Benefits - Fend for yourself""",I have been working at Apple full-time for more than a year,"Medical Benefits
Separate PTO/Sick time bucket
Networking Opportunities","Although they advocate development, it is entirely up to you to get ahead.
Only hours/pay period for PTO/Sick
lack of diversity within Corporate campus.
Unless specialized I feel pay could be better",3.0,4.0,4.0,4.0,2.0
864,"""Apple INC""",I have been working at Apple part-time,"They take care of their people, offer awesome benefits and the hours are reasonable.",It can get intense but is rewarding. Those with anxiety or that don't perform well under pressure should look elsewhere.,5.0,4.0,4.0,4.0,4.0
865,"""Genius""",I worked at Apple full-time for more than 8 years,"Fast learning environment
Good discounts 
Fun 
Interactive","Repetitive
Time pressure 
Standing all day",4.0,4.0,4.0,4.0,4.0
866,"""Know everything""",I have been working at Apple full-time for more than 8 years,"Great benefits, Decent pay, technology","Schedules, bureaucracy, parking, lunch options",2.0,5.0,3.0,4.0,3.0
867,"""Typical large scale company""",I worked at Apple full-time for more than 3 years,"- good salary
- exceptional benefits
- options to grow","-	Very political environment
-	Very intransparent decision making processes 
-	If your boss doesn’t care about your career nothing works",4.0,2.0,4.0,5.0,2.0
868,"""Apple was a good company""",I have been working at Apple full-time for more than 3 years,we work together as a team,long hours of work,3.0,3.0,5.0,3.0,2.0
869,"""Good but easy""",I worked at Apple full-time for more than 8 years,"Benefits, flexibility, work life balance","Not much growth potential, definitely a grind",5.0,4.0,3.0,2.0,2.0
870,"""Everyday At Apple""",I have been working at Apple part-time for more than 3 years,Interacting with new people everyday. Learning the many passions someone possess.,You will experience some challenging days where things get overwhelming.,2.0,5.0,5.0,5.0,5.0
871,"""Best Retail Job You’ll Ever Find""",I have been working at Apple full-time for more than 5 years,"-fantastic benefits (even for part timers)
-competitive pay 
-flexible schedules
-wonderful peers/coworkers 
-no pressure sales
-ongoing trainings
-high level expectations that challenge you
-recognition
-constructive development","You are working retail, after all. Things that go along with that include:
-upset customers
-lazy/entitled coworkers
-retail hours (a LOT of weekends and holidays)
-dealing with ambiguity

Also, you have to REALLY stand out to move up. With massive numbers of staff looking for similar positions (it’s not a job people in elevated roles leave very often), growth becomes very much about performance/influence and can become competitive.",5.0,5.0,5.0,5.0,5.0
872,"""Great Atmosphere""",I worked at Apple full-time,"Great Leadership, Great Coworkers, overall great atmosphere, amazing benefits.",No Cons from my experience.,5.0,5.0,5.0,5.0,5.0
873,"""How much does a CEO make""",I worked at Apple part-time for more than 10 years,Because you get a free iPhone,u have to handle working with all of apples amazing products,5.0,5.0,5.0,5.0,5.0
874,"""College Student? Great option""",I have been working at Apple part-time,Flexible benefits pay are all great,Egos of management are annoying,,,,,
875,"""Fun time with a great crew""",I worked at Apple part-time for more than a year,"The culture was great when I was there, there was a lot of cool people and it wasn't high stress",Time off due to needing to finish school could be challenging.,3.0,5.0,3.0,3.0,4.0
876,"""Hard work, no gratitude""",I have been working at Apple full-time for more than 3 years,"Benefits and discounts
My team
Fast paced","Need to ""make friends"" to move up
Hard work and no gratitude
Can feel like a number sometimes",2.0,2.0,3.0,4.0,2.0
877,"""it was great""",I worked at Apple full-time,great place to work for a little while,it was not bad while working there for a while,,,,,
878,"""A perfect part time job for students""",I have been working at Apple part-time for less than a year,"Very flexible with hours
Opportunity to learn various aspects of the company
Team Oriented","If you are part time, they might schedule you full time hours.",4.0,5.0,5.0,5.0,5.0
879,"""Great company to work for! Feel connected to wonderful people and products.""",I have been working at Apple full-time for more than 8 years,"Great work environment, you feel connected with your team. Endless learning opportunities and self development.",Pay could be slightly better and more time for development of technical skills.,4.0,4.0,4.0,5.0,4.0
880,"""Awesome job and experience""",I have been working at Apple full-time for more than 3 years,"Great benefits
Awesome culture
A lot of support","Don’t try to make a career here, it’s a glorified job.",5.0,5.0,1.0,3.0,2.0
881,"""Can be a good company to work for if you don’t expect to ever go anywhere with the company.""",I worked at Apple full-time for more than 10 years,"Good benefits, especially for college students.","Apple treats its employees as easily replaceable commodities. Don’t expect any loyalty from the company even after working there for over a decade. In fact, they’d rather treat new employees better and the seasoned employees, because new employees are usually still drinking the Apple Kook-aid and are still optimistic about the future. 
Don’t trust HR. Employees don’t realize that HR has a legal obligation to Apple and it’s stakeholders to protect the company and side with the company on employee issues. They are NOT looking out of the employee’s best interest. That is not their job, but they would like you to think they are. Do not confide any confidential information with. They will turn on you and defend Apple rather than admit wrong doing by the company and risk a lawsuit from an employee. I’ve seen many employees forced out of the company because HR turned on them and they became a liability. 
Apple makes it nearly impossible to advance in your career and get a decent raise. To make matters worse, if you’ve been at the company for a long time, newer, less experience employees will probably be making more money than you, because Apple doesn’t value employee retention.",2.0,3.0,1.0,2.0,3.0
882,"""Excellent company""",I worked at Apple part-time for more than 5 years,Great company culture and work environment. Employee development is a big focus.,Retail store hours aren’t great.,3.0,5.0,5.0,5.0,4.0
883,"""Apple Solutions Specialist""",I worked at Apple part-time for more than a year,"Good people to work with, very collaborative and want you to succeed","Set hours and days, no way to get more hours, so a 2nd part time job might be needed",,,3.0,,
884,"""Great Flexibility (Retail)""",I have been working at Apple part-time for more than a year,"-Flexible schedule
-Lively environment
-Benefits for PT employees
-Stock purchase plan
-Solid discounts","-Not much room for advancement unless you want to stick around the retail sector
-Feels like a completely separate entity than corporate
-Hourly rate could be higher",4.0,5.0,3.0,3.0,3.0
885,"""Descent job""",I have been working at Apple full-time for more than 3 years,Fun experience. Team Members are helpful.,The job is fast paced.  It's hard if you can't keep up with changes.,,,,,
886,"""This wasn't a job""",I worked at Apple full-time for more than 3 years,"You know you are apart of something big. No matter what your position is. Whether that be a retail employee or software engineer. Apple does a great job at including everyone that works here in all the company events, even if it is through a live stream video.  It never felt like a job to me.",Working remotely can get lonely,5.0,5.0,5.0,5.0,5.0
887,"""Interesting work, but very difficult to get promoted to director level""",I have been working at Apple full-time for more than 3 years,I have done the best work of my career.,"Unless you have a private understanding with your manager before you join, you will likely not be promoted to higher levels. Career development is reserved only for the chosen few and not made explicit. Opportunities to grow by changing teams is much more limited that at most large companies, because the managers see movement as disloyalty rather than a natural outcome of having no clear career development promotion path.",3.0,5.0,3.0,4.0,5.0
888,"""good""",I have been working at Apple full-time for more than 10 years,good place to work. But you have that feeling of working for Apple.,its a kind an average experience for me,3.0,5.0,4.0,4.0,4.0
889,"""Benefits""",I have been working at Apple part-time for less than a year,Wonderful place to work at and the culture is outstanding.,The only downside is that Apple does not have a good work/life balance.,2.0,5.0,5.0,5.0,5.0
890,"""Very challenging, very rewarding""",I have been working at Apple full-time for more than a year,"Incredibly smart people, some of the best in the business at what they do","Long hours, demanding schedule, usually under staffed for the schedule demands",2.0,5.0,5.0,5.0,4.0
891,"""Great opportunity.""",I worked at Apple part-time for more than a year,"I worked for Apple for only a year, but in that time I learned a tremendous amount about business and customer service.",Difficult to plan ahead due to changing work schedule.,4.0,5.0,5.0,5.0,4.0
892,"""Love it""",I have been working at Apple part-time for more than 3 years,"I love working here because of the people, store location, and the products.",The Vienna traffic you have to go through everyday before work,4.0,5.0,4.0,5.0,5.0
893,"""Life of an Apple Employee in 2019""",I have been working at Apple full-time for more than 3 years,"Amazing people to work with
Great pay for the type of job
Benefits are great
Opportunities to promote are available
1 hour lunch, 2 15 min breaks","Scheduled for every thing that you do.  You have to take breaks on time otherwise, you hear it from the management about how other people are late to their breaks

Its not about the customer as they say it is.  you have to shove all services and things available for customers; within a 15 min time, and then have to worry about getting a good survey.
Corporate Apple is completely disconnected with the retail side.  They have no idea what's going on within store level and make policies for the retail side.  Most upper management has never worked in a retail role

Micromanaged for everything you do. 
Angry and rude customers non stop
What work life balance?
Scheduling is random, no available set schedule.
Closing sucks, only a team of 5-10 people are responsible for stocking all product, wiping all products, cleaning all customer focusing areas, cleaning break rooms 
Hard to get shifts swapped from other employees
Hard to get time to learn and research products 
""Downloads"" are almost a waste of time-- Cult like--  Every shift, every day",1.0,1.0,4.0,5.0,2.0
894,"""Retail is for the underemployed""",I have been working at Apple full-time for more than 5 years,"Good benefits, decent stock plan","Extremely difficult to get promoted or transition from retail to corporate. No diversity in a management or the corporate level. 

Discounts could be better considering the price of products have increased over the years.",4.0,5.0,1.0,3.0,3.0
895,"""Apple""",I worked at Apple part-time for more than a year,It’s a good part time job for anyone who is going to college. Works with your schedule.,Takes a toll from all the internal and external work to handle.,4.0,4.0,4.0,4.0,3.0
896,"""Good environment to work in""",I have been working at Apple full-time for more than 3 years,"Good retail job, room for growth",Work life balance has room for opportunity,2.0,3.0,5.0,5.0,4.0
897,"""Compliance broker; be in or get out""",I have been working at Apple ,"Great benefits
Smart fun coworkers 
Reasonable hours, for retail","Stringent adherence to standards
‘Comply’ or don’t advance culture
Lack of opportunities",,,,,
898,"""At home advisor""",I worked at Apple part-time for less than a year,get to work at home,alot of angry customers and large call volumes,5.0,5.0,5.0,5.0,5.0
899,"""Changing Lives for the Better""",I have been working at Apple full-time,Products have changed the world for the better,Compensation and benefits are only average for Silicon Valley,3.0,5.0,2.0,3.0,3.0
900,"""It was okay""",I worked at Apple part-time for more than a year,"Good pay,Health dental, vision, 401k ,stock they pay for your school and gym membership for part and full time employees",Part timers weren’t allowed to work more than 24hours,5.0,4.0,4.0,5.0,3.0
901,"""Phone calls every three seconds""",I have been working at Apple full-time for more than a year,"Benefits for full time including dental
Company culture
Great management",Phone calls and a lot of them,3.0,5.0,3.0,5.0,5.0
902,"""Good way to enter tech""",I worked at Apple full-time for more than a year,"Good health benefits, good employee engagement","Tough schedule, difficult to get PTO",,,,,
903,"""AppleCare Senior Advisor""",I worked at Apple full-time for more than 5 years,"Great culture, awesome benefits, and working with great products",Working from home is not all it's cracked up to be,3.0,5.0,5.0,5.0,5.0
904,"""Great at home position""",I worked at Apple full-time for more than 5 years,This job taught me how to successfully mutltitask all while leading myself from working remote,"If you dont like working from home, may not be a good fit",4.0,3.0,5.0,3.0,3.0
905,"""no work life balance""",I have been working at Apple full-time for more than 3 years,"fun environment
feedback encouraged
discounts 
peer relationships","no work life balance
no room to grow
inconsistent pay amount employees",2.0,5.0,2.0,4.0,2.0
906,"""Great!""",I worked at Apple full-time for more than 3 years,Depending on team can be a great experience. Managers are usually amazing.,Can be super stressful at times,,,,,
907,"""Great Job""",I have been working at Apple part-time for more than a year,"benefits, hours, environment, flexibility, opportunities",scheduling is a little different than most jobs,4.0,5.0,5.0,5.0,4.0
908,"""Great benefits, rough work/life""",I worked at Apple full-time for more than 10 years,"Great benefits, good people, on site gym, doctor, cafe.","Working in a call center there is very little stability. You move every 6 months and as a leader you will be asked to work evenings and weekends, which was a bad fit for my work/life balance.",1.0,4.0,2.0,3.0,3.0
909,"""Great place to work, great people, red tape""",I worked at Apple full-time for more than 5 years,"The people are awesome, the products are industry standard.",It's a big company. Lot's of red tape to swim through.,4.0,5.0,4.0,5.0,4.0
910,"""Great job!""",I worked at Apple part-time,"I enjoyed working in a positive environment, that focused on team work, and positive/negative feedback.","I worked at two different stores, I loved one and it really made me excited about having a long term career with Apple. However, my second store completely changed my mind. For over 6 months, I was trying to move positions, and instead of yes or no, I got answers like ""I can't tell you"" when I asked if there was even a spot open. I was constantly avoided about this topic and everyone I talked to said something different. It was very frustrating, and so I left because I didn't see much potential for growth",4.0,5.0,1.0,3.0,2.0
