,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
645,"""Account Manager""",I have been working at Dell Technologies full-time for less than a year,Culture. This place is awesome! Everyone loves to help each other out. I love how engaged everyone is in helping you develop your career.,"Not a start up, so it’s not going to have all the free breakfast and lunches people love.",5.0,5.0,5.0,5.0,5.0
646,"""Good with the bad""",I worked at Dell Technologies full-time for more than 5 years,"Good benefits,  career growth opportunity",No work/life balance.  High stress environment.,1.0,3.0,4.0,3.0,3.0
647,"""Good Company""",I have been working at Dell Technologies full-time for more than 5 years,"Amazing flexibility to WFH, Competitive Salary &amp; Bonus, early release Fridays in summer months","Some politicking occurs in the workplace, but that may be expected  in an industry role",5.0,4.0,4.0,4.0,4.0
648,"""Amazing opportunity""",I have been working at Dell Technologies full-time for less than a year,The best training program I could imagine,It is pretty taxing,4.0,4.0,5.0,5.0,5.0
649,"""Could care less about their emplyees""",I worked at Dell Technologies full-time for more than 3 years,No pros come to mind.,"Management focused on converting assignments to India.
Employee compensation cut to bare bones, ended up divesting Services to buy EMC.",1.0,3.0,1.0,1.0,1.0
650,"""Processes &amp; culture dilute strong ideas into meh execution. Strong potential if fixed.""",I have been working at Dell Technologies full-time for more than 10 years,Pockets of good leadership and teams (but also pockets of bad).  Some interesting challenges &amp; opportunities.  Large organization that can provide decent rotation to learn new skills.,"Surprisingly bad processes and flawed decision-making. Mediocre tools, salary compression, disconnect between effort and reward, high school politics in some teams.",3.0,2.0,3.0,2.0,3.0
651,"""Good company, integration with EMC has been tough""",I worked at Dell Technologies full-time for more than 3 years,Strong people. Very disciplined company,Integration of EMC has still been challenging,,,,,
652,"""Good Employer""",I have been working at Dell Technologies full-time for more than 3 years,"-Good Employer
-Competitive Salary
-Good Career Growth",-Sometimes workloads can stress you out. But it's manageable.,5.0,5.0,5.0,5.0,5.0
653,"""Massive change with the Dell EMC merger....for the worst for EMC""",I worked at Dell Technologies full-time for more than a year,"EMC provided:

Strong benefits
Excellent compensation
Outstanding camaraderie

In short, I really enjoyed working at EMC.  Everything changed when Dell purchased them and it turned into a company that I did not like working for.","Cost cutting mentality to the extreme including:
Title reductions on a large number of employees
Expected salary declines since Dell people were paid less
Benefit reductions
Negative cultural change
Highly political",3.0,2.0,2.0,3.0,1.0
654,"""no incentive, all bureaucracy""",I worked at Dell Technologies full-time for more than 3 years,work for a company whose products are everywhere,"massive bureaucracy.  tens of thousands of people without enough work to do creating ""processes"" to show their value and merit keeping a steady salary.  some people have been fired and come back 3 or 4 times.",4.0,1.0,2.0,1.0,1.0
655,"""A lot of over-promising/under-delivering""",I worked at Dell Technologies full-time for more than a year,"Benefits, giveaways, free food, culture","Management, working hours, pay, lying",2.0,4.0,3.0,2.0,2.0
656,"""Good""",I have been working at Dell Technologies full-time for more than a year,Work/life balance is good and can be found,Management can be a challenge,,,5.0,,
657,"""Great colleagues, talented team and mission driven.""",I have been working at Dell Technologies full-time for more than 3 years,"EMC :
Interesting work
Talented colleagues
Experienced team","Management can be better at planning things.
Slow growth",5.0,5.0,4.0,4.0,4.0
658,"""Diminishing benefits""",I have been working at Dell Technologies full-time for more than 5 years,"Ability to make your schedule work, so long as not a backlog of items to take care of",Benefits have gone down over the past 2 years.  Pay hasn't kept up with market rates.,2.0,3.0,2.0,2.0,1.0
659,"""Average company.  Culture is lacking""",I have been working at Dell Technologies full-time for more than 8 years,"Brand name, discounts, decent benefits package","Tired culture.  Attempts at revitalizing it, but so far lacking.  Perhaps an industry that is going to struggle in the near future?  Nickle and dime employees...",4.0,2.0,4.0,3.0,3.0
660,"""Good Career Start""",I have been working at Dell Technologies ,Good start in your career. Stepping stone for development.,Lots of levels in an organization. Too many leaderships,4.0,3.0,5.0,4.0,5.0
661,"""Great place to work""",I have been working at Dell Technologies full-time,"Flexible environment, high pay, great employees",There are no cons here,,,,,
662,"""Great Company""",I have been working at Dell Technologies  for more than 10 years,Great Company.  Wonderful Benefits,"Career growth in IT, in USA, is slow compared to other locations like Bangalore and Hyderabad",4.0,4.0,3.0,4.0,3.0
663,"""Wouldn’t work anywhere elsd""",I have been working at Dell Technologies full-time for more than a year,Awesome opportunity for growth and quick promotion,Messy alignment with merger causing conflicts,5.0,5.0,5.0,5.0,5.0
664,"""2008 employee.""",I worked at Dell Technologies full-time for less than a year,There are no pros for working for the machine.,everything I remember was bad.,1.0,1.0,1.0,1.0,1.0
665,"""Decent Company to work for""",I worked at Dell Technologies full-time for more than 5 years,"- Great leadership
- Great Vision
- Many groups and projects","- Too many old ideas
- Unable to go agile",4.0,3.0,3.0,3.0,3.0
666,"""The best company I’ve worked for.""",I have been working at Dell Technologies full-time for less than a year,"Salary, benefits, culture, giving back to community, management that cares about employees",Work / life balance - knew this going in though,3.0,5.0,5.0,5.0,4.0
667,"""Technical Support Engineer in China""",I have been working at Dell Technologies full-time,20 days annual leave is very good,personal development is not easy,5.0,3.0,3.0,4.0,3.0
668,"""Dell Sales""",I have been working at Dell Technologies full-time for more than 8 years,Dell is a stable work environment which works hard to do the right thing for customers.,Dell focuses on mass adoption at the bottom of the pyramid and therefore is rarely out in front with new innovations but does make them affordable and easier to use for the mainstream.,4.0,4.0,4.0,3.0,4.0
669,"""Worked at EMC (later Dell/EMC) for 20 years""",I worked at Dell Technologies full-time for more than 10 years,"Ability to work remotely as needed
Good benefits &amp; pay",Stressful environment.  Long hours.,,,,,
670,"""Great start till a bitter departure""",I worked at Dell Technologies full-time for more than 5 years,"Working here is a great entry point. You get in, learn a bunch, but don’t make it a lasting career. There are several good people to work with, and it can be fun.","Management does not seem to care about your interest or future. Very little movement/promotions. Some people tend to have egos. Extreme lack of real training toward certifications. In support, you are more reading from a script with management breathing down your neck to get back in the queue. The politics are bad, the tools are constantly changing which is a big annoyance. Be warned, if you go elsewhere competitively and provide a 2 week notice, they will walk you out and you will not get paid the two weeks.",2.0,2.0,2.0,3.0,1.0
671,"""DMR, Channel""",I have been working at Dell Technologies full-time for more than 3 years,Great company to work for with strong knowledgeable management that want to see you succeed and grow.,Being a remote worker team synergy can be off and lack of consistent resources can prove to be an issue.,3.0,3.0,2.0,3.0,3.0
672,"""Nice Company""",I have been working at Dell Technologies full-time for more than 8 years,Great People and lots of opportunities,Facilities need to be updated,5.0,4.0,5.0,3.0,3.0
673,"""Solution Architect jobs""",I worked at Dell Technologies full-time for more than 10 years,Excellent team collaboration resulting in quality end to end solutions.,Offshoring of jobs resulting in a negative and immediate customer impact,3.0,4.0,3.0,4.0,3.0
674,"""Solutions Architect""",I have been working at Dell Technologies full-time for more than 3 years,Work remotely and good culture,Work &amp; life load balance,2.0,5.0,4.0,4.0,4.0
675,"""New Management Taste of the Month""",I have been working at Dell Technologies full-time for more than 3 years,None.  Re-org specially in Education Services take place every 5 months.,"No Career progression.  New leaders do not listen but rather show they are better than the previous management even when their plans negatively impact the business outcome. Secrecy, no communication on goals and vision, employees fear  and Chaos.  What happened to education services?",3.0,2.0,1.0,3.0,1.0
676,"""Inside Sales Representative""",I have been working at Dell Technologies full-time for more than a year,"The atmosphere is incredible. Whenever you need help there is a manager or coworker there to help. Benefits are great. WFH 2 days a week along with great 401K match and 3 weeks vacation, 2 weeks PBA. Great company with a vision that is working. i enjoy and look forward to coming into work every day.",no cons that i can think of. Great company.,5.0,5.0,5.0,5.0,5.0
677,"""Driving Human Progress""",I have been working at Dell Technologies full-time,Great Benefits Solid Pay Amazing People,Have not found any yet,5.0,5.0,5.0,5.0,5.0
678,"""Driving Human Progress""",I have been working at Dell Technologies full-time,Great Benefits Solid Pay Amazing People,Have not found any yet,5.0,5.0,5.0,5.0,5.0
679,"""Greed Trumps Employee Loyalty""",I have been working at Dell Technologies full-time for more than 5 years,Benefits are good and work balance has changed for those that need remote employment.,Career progression is lacking.  Managers have there own favorites and promote those within that group.  Leadership misguide the company employees at these all hands meeting.  They paint a picture of company growth and then let go of several areas and leave existing employees to deal with the aftermath.,4.0,3.0,2.0,4.0,2.0
680,"""Great place to work""",I have been working at Dell Technologies full-time for more than a year,"Great benefits.
Management very understanding and understansing of work life balance 
Coworkers are very friendly",Can be very reliant on numbers,5.0,5.0,5.0,5.0,5.0
681,"""Great work life balance""",I have been working at Dell Technologies full-time for more than 5 years,Love working at Dell.  Very talented engineers with an equally amazing work life balance.,A little difficult to quickly move up the corporate ladder with their structured promotion requirements,5.0,5.0,3.0,5.0,4.0
682,"""Average place to work at""",I worked at Dell Technologies full-time for more than 3 years,Smart people to work with,Cost cutting affected all the benefits,2.0,2.0,2.0,2.0,1.0
683,"""Virtustream at Dell - Hard work and little appreciation""",I have been working at Dell Technologies full-time for more than 3 years,Ability to work from home.,"If you want a company that will work you to death, gives zero appreciation, small raises, and treat you terribly, this is the place for you. Virtustream is all over the place, they have way too much management and throw out senior director to anyone as long as they are completely incompetent and don't understand the product or operations at all. Public sector is an absolute train wreck and nightmare, upper management gives it no attention and the testing for the products that will run there are practically zero.  The business tries to focus its talent and time into things that customers aren't asking for, they don't listen to you, and operations is horrendously anemic. Another main issue is that the company basically encourages bad employees, you work like crazy and another employee does almost nothing - good work team, carry on. You work an entire weekend, up till 4 am on Saturday, good job, pat on the back. 80 hours of work in a week might occasionally get you a $100 ""reward"" for you efforts, enjoy your $2 an hour of overtime. The company basically treats its employees terribly, my family has had to have an intervention with me. A previous coworker I worked with had a similar experience and was encouraged to quit for her health from being so stressed and exhausted.",1.0,1.0,1.0,2.0,1.0
684,"""Great place to work and have a good work/life balance. Not the most challenging place though.""",I worked at Dell Technologies full-time for more than 3 years,"I worked in the server division as a firmware engineer. My management was great, hands-off, and very strongly supported their team members. The work/life balance was awesome in that management allowed you to have your own work style, hours, etc.. There were some very smart people here that are experts in their respective subject matters from whom you can learn a lot. There is a lot of career advancement possibilities here since there are many engineering titles. You definitely get recognized for your work if you make it visible and you will get rewarded for it. Personally, I was very happy with the team environment and the confidence of management to allow their engineers to make his/her own decisions.","There are lot of people with a cruising mentality here. The bar for entry isn't the highest so you won't be surrounded by really smart people. The work is interesting and challenging at first but being a server company, you're not really working on the most cutting edge things. I'd classify Dell as a reactive company vs. an innovations company. There's not a lot of money is invested in R&amp;D. I feel like while engineering has a big presence, the focus is more on making money in sales and marketing. I just didn't feel challenged enough and wasn't fulfilled with the problems that I was solving. There's not as many perks as compared to the tier 1 companies.",5.0,2.0,5.0,3.0,4.0
685,"""Great experience""",I have been working at Dell Technologies full-time for more than a year,"Great Experience, immersive environment",lots of work for minimal pay,5.0,3.0,5.0,3.0,4.0
686,"""Good work life balance""",I have been working at Dell Technologies full-time for more than 8 years,Good work life balance is probably the best thing about working for Dell.,Not a lot of innovation. Big corporate culture. Regular layoffs. Benefits aren’t very good.,5.0,4.0,3.0,2.0,3.0
687,"""Flexible working and opportunity to grow""",I have been working at Dell Technologies full-time,"Connected workplace, remote working, salary and diversity, opportunity to grow by moving laterally as well as upward",Silos and matrixed org with overlapping roles and responsabilities,3.0,4.0,4.0,5.0,3.0
688,"""Bait and Switch""",I have been working at Dell Technologies  for less than a year,"1) Amazing ownership of my summer intern project
2) Great culture
3) High engagement from leadership","1) Dell pulled a straight up bait and switch with my offer, had I known the truth I would not have interned over the summer
2) Purposely low balled a MBA full time salary because a standard salary would ""not be equitable across the team you would be working in""
3) General lack of understanding that to be a competitive company like the FANGs you must provide competitive employment",4.0,4.0,3.0,1.0,4.0
689,"""Work was challenging but stressful""",I worked at Dell Technologies full-time for more than 5 years,Good exposure to the storage industry and challenging projects,"Corporate mindset which often leads to decisions that are not always the best decisions.
Had to leave after having too many ""I told you this was in issue"" moments.  I got tired of working extra hours to make up for management not listening to feedback.",2.0,3.0,3.0,3.0,3.0
690,"""Just like any big company""",I have been working at Dell Technologies full-time,Dell has a great work from home option. The work life balance carries whisky across different teams within the company. My team was working for 60 he's a week for almost a year. A lot of folks got burnt it and left. Management woke up and things have been getting better now.,"Politics is an important aspect of you want to ride in Dell. But if you do not have any major ambitions and want a steady job with good work life balance, it is perfect. Just be prepared that people with lesser experience and knowledge will zoom past you.",4.0,3.0,4.0,3.0,3.0
691,"""Great work for college kids on campus""",I worked at Dell Technologies part-time for less than a year,"Free laptop 
Flexible hours 
Fair pay","Social media posting 
Quota to fulfillment and ranking along other schools",5.0,4.0,3.0,3.0,4.0
692,"""Short sighted aand not recommeded""",I have been working at Dell Technologies  for more than 10 years,"Decent pay and outstanding coworkers. Lots of vacation time and work from home time. Better than unemployment, I suppose. Some jobs are not as good.","Expensive healthcare that falls short. No ESPP. Benefit reductions over past few years costing employee thousands of dollars. No rewards and recognition program, just some ""Inspire"" nonsense that replaces real bonuses with some small giftcards and such. Employees expected to work and work in an environment with routine layoffs.",3.0,1.0,1.0,1.0,1.0
693,"""Good place to work""",I have been working at Dell Technologies full-time for more than 10 years,"Very challenging, Fair pay, ability to transfer to different orgs","Hard to move up, no ESPP or other equity in the company",4.0,4.0,3.0,4.0,4.0
694,"""Great place to be""",I worked at Dell Technologies full-time for more than 5 years,"Smart, hardworking, &amp; considerate peers, Technical staff is wicked smart.
Cutting edge technologies, focus on continual improvement &amp; reinvention.
Well defined corporate &amp; management culture, great manager support.","Operates on Global Time, so lots of early/late calls &amp; long days.
Technical ladder needs better granularity at the mid/high range, not just exec.",2.0,5.0,4.0,5.0,5.0
695,"""Best company I have ever worked for - period""",I have been working at Dell Technologies full-time for more than 8 years,You are encouraged to find what you enjoy within Dell and are given the ability and tool to pursue your passion.  Dell truly wants the best and brightest doing work that they enjoy and I have felt nothing but support in my career there.,None that are specific to Dell alone,5.0,5.0,5.0,5.0,5.0
696,"""Interview""",I worked at Dell Technologies full-time,Very organized and great culture,Long hours and that’s all,,,5.0,,
697,"""Great Place to Work""",I worked at Dell Technologies full-time,"Flexible time
Work from Home option depending on role
Great Benefits",Some positions are too specialize and can hurt future advancements.,3.0,5.0,5.0,5.0,4.0
698,"""Great Place to Work""",I worked at Dell Technologies full-time,"Flexible time
Work from Home option depending on role
Great Benefits",Some positions are too specialize and can hurt future advancements.,3.0,5.0,5.0,5.0,4.0
699,"""Outstanding Culture""",I have been working at Dell Technologies full-time for more than 5 years,"Culture is outstanding, hard work and success is recognized and rewarded by leadership across the board.",Sales tools can be frustrating,5.0,5.0,5.0,5.0,5.0
700,"""Great company to work for""",I have been working at Dell Technologies full-time for more than 10 years,"Good compensation package and benefits
Work life balance; remote positions available
Career advancement and opportunity
Well-managed and responsible",None come to mind - this is a great company to work for!,5.0,5.0,5.0,5.0,5.0
701,"""Dell""",I worked at Dell Technologies full-time,There is great work life balance.,Not innovative in the cloud spaces.,,,,,
702,"""Good job for the right personality""",I have been working at Dell Technologies full-time for more than 3 years,"Good benefits
Allowed to work remote
Available personal development programs","-The environment (in the department I was in) had a ""cover your butt"" mentality so the focus often seemed more on making sure no one could say you made a mistake and being able to prove that then actually working to find solutions to the inevitable mistakes that people made. 
-You are expected to be available all the time. 
-Seniority often trumps competency",2.0,2.0,3.0,3.0,2.0
703,"""Not a bad position""",I worked at Dell Technologies full-time for more than 5 years,"Office environment, air conditioning, casual dress. 
Management was very professional and would go out of the way to help.","Getting yelled at by people who didn't know how to turn their monitors on. 
Listening to people call in from bars because they were wanting someone to talk to.
Getting cussed at because we couldn't immediately fix their issue.",4.0,3.0,4.0,3.0,5.0
704,"""Great Job... if you're a Male Engineer""",I worked at Dell Technologies  for more than a year,They're decent at talking about agile and innovation. Good place to coast.,They're abysmal when it comes to actually getting anything done.,3.0,1.0,1.0,3.0,1.0
705,"""OK place if you know people in high positions""",I worked at Dell Technologies  for more than a year,"Alright job
Friendly coworkers 
daily work is always the same if your into that","Not much growth due to the only people moving up is people that are best friends with higher ups
Some management can be racist",5.0,1.0,2.0,5.0,3.0
706,"""Dell Sales Grinds and Spits you out""",I worked at Dell Technologies full-time for more than 3 years,"You have a job that will pay the bills, something to fill in on your resume.",Stress will break you.,1.0,2.0,3.0,3.0,3.0
707,"""good""",I worked at Dell Technologies full-time,nice environment  and nice people,pressure from the senior management,3.0,4.0,4.0,4.0,4.0
708,"""No real opportunities unless in Texas.""",I have been working at Dell Technologies full-time for more than 10 years,Industry average pay and benefits,"Generally, non-Texas US employees are used & taken advantage of until they quit.  Dell replaces 1 US based resource with 2-3 non-US based resources. The replacements do the same level of work as the 1 US resource being replaced at a lower cost.",1.0,3.0,1.0,3.0,1.0
709,"""Harmonization is a B#!@%""",I have been working at Dell Technologies full-time for more than 5 years,"Stable company, Large Corporation, Industry Leader, Great Mission, Vision etc.","Since Dell acquisition, many of the positives of EMC have gone away.  Benefits have been slashed.  Perks like: Free onsite gym, subsidized public transportation, food service have all been eliminated in the name of global ""harmonization"".   Good for  legacy Dell folks, bad for legacy EMC people.  Raises and promotions have all but gone away.  Way too cost conscious.  Not willing to compete with the current job market here in Silicon Slopes.  losing good people",5.0,5.0,4.0,3.0,4.0
710,"""Review Of Dell""",I have been working at Dell Technologies full-time for more than 10 years,"Decent comp, good technology, currently a growing company","Very political, still weak job security after EMC acquisition",,,,,
711,"""Greedy""",I have been working at Dell Technologies full-time for more than 5 years,Benifits are very good.  Coworkers are smart.  Work is challenging.,"They make huge profits, and billion dollar payments on debt.  Average raise hits 1%.",3.0,3.0,3.0,3.0,1.0
712,"""Good Working envoriment in the bay area""",I have been working at Dell Technologies full-time,"Company doing good,  good revenues,",You cannot work for 10 years in this company,5.0,,4.0,3.0,
713,"""ok""",I have been working at Dell Technologies full-time for more than 3 years,Work life balance and work from home if needed,too many teams and complex team structure,3.0,3.0,1.0,3.0,1.0
714,"""Good people""",I have been working at Dell Technologies full-time,"Intellectual environment, great colleagues and challenging work","Bureaucratic senior management, lack of innovation mindset",,,,,
715,"""Good enough""",I worked at Dell Technologies full-time for more than 5 years,"Great benefits, pays well, interesting campus with unique workspaces, doctor/cafeteria/gym onsite, ability to work from home in many roles, some managers are outstanding.","Little work/life balance (especially in global roles), can be very stressful, strange arrangement of the marketing org (strongly dislike it), PCs are king, some managers/execs are unnecessarily harsh.",2.0,3.0,4.0,4.0,2.0
716,"""Great Place""",I have been working at Dell Technologies full-time for more than a year,The environment is great and they want you to follow you passion,None whatsoever it was awesome.,5.0,5.0,5.0,4.0,4.0
717,"""Sr. Engineer""",I have been working at Dell Technologies full-time,"- Flexible Schedule
- Career Growth Opportunity (Self Driven)
- Company Match
- Great Peoples
- Continue Education","- Sometime long hours including weekend
- work/life balance is achievable only when you have a good manager
- QA/correction tends to be slow 
- it can take some time to navigate corporate structure to get things done",2.0,4.0,5.0,3.0,4.0
718,"""Sr. Engineer""",I have been working at Dell Technologies full-time,"- Flexible Schedule
- Career Growth Opportunity (Self Driven)
- Company Match
- Great Peoples
- Continue Education","- Sometime long hours including weekend
- work/life balance is achievable only when you have a good manager
- QA/correction tends to be slow 
- it can take some time to navigate corporate structure to get things done",2.0,4.0,5.0,3.0,4.0
719,"""Many Budding Projects""",I have been working at Dell Technologies full-time for more than a year,"-Second time at Dell and both experiences were for start-up-like projects inside a large corporation.
-Great work/life balance. 
-Many opportunities allow you to work remote.","-The benefits are pretty weak compared to other major companies.
-Huge focus on margins which might be why the benefits sub par.
-There can be unreasonable set deadlines that cause pressure on projects.",5.0,3.0,3.0,2.0,4.0
720,"""Good if you are ok working autonomously then a ton of feedback""",I worked at Dell Technologies ,"Autonomy, collaboration, decent pay, work from home, latitude to make some decisions without a committee, creative outlet.","Whikle automony was expected, review cycles did not come, even though people reviewing the content had seen the progress - positioning, messaging, concepts - along the cycle. Many time there was no a lot of time to incorporate feedback and back flips ensued to get things done prior to launch in a GTM setting. While doing the work leading up to the launch of a product/service/software, executives were regularly updated on messages, positioning, content, deliverables, etc. HOWEVER, not all execs. attended the meetings, there were too many people with input power and a thousand requests for inclusion of other offerings on the products that were sure to get attention. So it was a tough balancing act. It wasn't until everything - especially a press release where all the aforementioned information was on two pages, was there a visceral reaction.  So then come the back flips - to hurry up an change any of the above where translations were already done and paid for...and would have to wait a quarter. Also, sometimes when you had the decision, there were internal fights over the decisions and groups, like development would hold the schedule hostage until one bent to their way of seeing things. HOURS WASTED. Finally, in all the cost cutting that went on, many groups would layoff or reassign people in an organization - let's say Online (responsible for the process and general design of webpages) - to show they were within their target cos-cutting. It looks great on paper, BUT the jobs that were vacated generally rolled up to the marketing manager who already had their hands full with photography, videos, content, brochures, aligning organizations, staying within brand guidelines, coordinating with the communications team, providing feedback on press relases, often time representing Dell at events or press briefings and getting all that coordinated by specific dates for translations, legal review and ultimately launch dates. So then there would be more added to the plate in addition to all the reviews with executives.",2.0,2.0,2.0,3.0,2.0
721,"""Ambitious? Work for Dell Technologies!""",I have been working at Dell Technologies full-time for more than a year,"Working at Dell Technologies is unlike any other company I've ever worked for. I came into the Technology Sales Industry with very little, true sales experience and I've been able to grow my career at an exponential rate! If you have the right drive, dedication, and willingness to push yourself out of your comfort zone and you want to take your destiny into your own hands, then Dell is the right place for you!","After thinking about the cons for the past 5 minutes, I honestly can't even come up with one.",5.0,5.0,5.0,5.0,5.0
722,"""Dell employment review""",I have been working at Dell Technologies full-time for less than a year,Great compnay to work for.,can be hard moving up the food chain.,3.0,3.0,3.0,3.0,3.0
723,"""Working at Dell-EMC""",I have been working at Dell Technologies full-time,"Excellent work, state of the art facilities, great benefits",Going through the transition from EMC to Dell,4.0,5.0,5.0,5.0,5.0
724,"""Stay away from this place""",I have been working at Dell Technologies full-time for more than 5 years,"getting fired is near impossible, but this is a negative as well.","management is god awful.  The manager I had got reported for behavioral issues several times and is somehow still there.  Management is clueless whenever you ask any questions.  The micromanagement is terrible.  There is absolutely no growth whatsoever.  The benefits get worse every single year.  This place is absolutely obsessed with safety, at this point I'm surprised they don't make every employee wear bubble suits.",3.0,1.0,1.0,2.0,1.0
725,"""Decent place to work.""",I worked at Dell Technologies full-time,"Allowed, actually encouraged, remote work.",Raises could have been better.,,,,,
726,"""Release Manager""",I have been working at Dell Technologies full-time for more than a year,Work life balance is good in Dell,Opportunities for learning need to be improved,3.0,3.0,3.0,3.0,3.0
727,"""Associate sales engineer analyst""",I have been working at Dell Technologies full-time,Customer focus environment and competitive place,Benefits and allowances are less comparatively,5.0,3.0,3.0,1.0,1.0
728,"""Review about working at DELL""",I worked at Dell Technologies full-time for less than a year,"Healthy working environment.
Flexible working hours.",It's difficult to get onshore opportunities.,4.0,4.0,4.0,4.0,4.0
729,"""Consultant""",I have been working at Dell Technologies full-time,"Challenging Work, Great People, Development Opportunities",Continually cutting costs and looking for ways to maximize profits.,2.0,2.0,5.0,3.0,5.0
730,"""Senior Manager Software Engineering""",I worked at Dell Technologies ,"Good perks, culture, technical, work life balance","Management, storage, strategies, too big",,,,,
731,"""Though sometimes micro-managed, it is still a great place to work""",I have been working at Dell Technologies full-time for more than 10 years,"1. Co-workers are great; love them
2. Manager great with help me on work/personal balances when it arises
3. Excellent benefits","1. Too much micro-managing
2. Setting goals that are too unrealistic for the techs to do without having them log in several hours after our schedule shift is done each day and also coming in over the weekend to do
3. Every little room to advance",5.0,3.0,2.0,4.0,3.0
732,"""All depends on what segment you are in but collectively not bad""",I have been working at Dell Technologies full-time for less than a year,three weeks paid off and good work life balance,"my segment is small business sales and it's literally the worst, most toxic floor environment I have experienced",4.0,4.0,4.0,4.0,3.0
733,"""good for families, solid place to build a career""",I have been working at Dell Technologies full-time,"Opportunity, work life balance, variety, leadership",pay lower than other large companies in other areas of the country,4.0,4.0,5.0,4.0,4.0
734,"""Hiring process""",I have been working at Dell Technologies full-time,Great communication during hiring and Onboarding process,"I prefer an earlier start to the day, shift could be more flexible",4.0,4.0,4.0,4.0,4.0
735,"""Great company to retire from.""",I have been working at Dell Technologies full-time,Work from home. I make my own schedule.,Hard to make impact. Too big of a company.  Culture is not too great.,5.0,1.0,4.0,4.0,3.0
736,"""Consultant""",I worked at Dell Technologies part-time,Paychecks were deposited on time,"Toxic, territorial, politically charged corporate culture",,,,,
737,"""Dell Finance""",I worked at Dell Technologies full-time for more than 10 years,"Smart people , focused projects, work life balance",Need a sponsor at a senior level to be successful,5.0,5.0,5.0,5.0,4.0
738,"""Dell Finance""",I worked at Dell Technologies full-time for more than 10 years,"Smart people , focused projects, work life balance",Need a sponsor at a senior level to be successful,5.0,5.0,5.0,5.0,4.0
739,"""Good""",I have been working at Dell Technologies full-time,"Flexible, opportunity to learn and shape career",Some pockets lack speed of business,,,,,
740,"""Flexible company""",I have been working at Dell Technologies full-time,"It really depends on the team and manager you're on, what the culture is like. In the software side, it was pretty flexible and chill, except for when there are new product releases.","The technology can be a bit behind, so make sure to keep your skills sharpened with personal or open source projects.",,,,,
741,"""Great company with set mindset""",I worked at Dell Technologies full-time for more than 5 years,It is really a great company with an outstanding product portfolio,"Managers have a set mindset on almost everything, which does not help to evolve the company to new heights.",5.0,4.0,4.0,3.0,5.0
742,"""Customer Executive""",I worked at Dell Technologies full-time for more than a year,Benefits. Dell Foundation match of charity contributions.,Michael Dell made some poorly considered acquisitions and leadership appointments. Personally cost him &gt; $1 Billion.  Good news is they are back on track for strong growth in a tough market.,3.0,4.0,4.0,4.0,3.0
743,"""Product Marketing Manager""",I worked at Dell Technologies ,"Opportunity for learning and growth. The company has a culture of 'if you can do it, you can do it."" So if you're ambitious and hard-working, you can learn a lot and develop quickly.",Opportunity for advancement is limited as there are few senior positions compared to lower management level jobs. Lateral moves are easy to do and you might get lucky and make a lateral move that gives you more opportunity to grow.,3.0,4.0,5.0,4.0,5.0
744,"""Dell is a good place to work""",I worked at Dell Technologies full-time for more than 5 years,"Good place to work
great opportunity to build your career",None that come to mind,2.0,4.0,3.0,3.0,3.0
745,"""Solid company + Good lifestyle""",I have been working at Dell Technologies full-time,"Can move around to different groups at the company every 1.5yrs, if you have the right experience and contacts","Bonus based on how company does overall and promotion based on # of years in role, so no real incentive to work too hard",,,,,
746,"""Typical Large Company""",I have been working at Dell Technologies full-time for more than a year,"good benefits, good people, some opportunites","While they say people are their greatest assets, not always the case. direct management in many ares are inept, and not qualified for their area of management. People are the first ""assets"" to be cut to reduce cost and if you live in a high cost area, your job will probably be off-shored",3.0,3.0,3.0,4.0,2.0
747,"""Company with work location flexibility but not a lot of room to grow individually""",I have been working at Dell Technologies full-time for more than 3 years,Location flexibility. Location. Job Safety.,Tools are old age. Hierarchical in nature. Employees aren't that smart.,2.0,3.0,2.0,2.0,3.0
748,"""Just a number""",I have been working at Dell Technologies full-time for more than 8 years,"Great benefits, work life balance","Treated like a number, no loyalty to long term employees",5.0,2.0,1.0,3.0,1.0
749,"""Job at Dell""",I have been working at Dell Technologies full-time,Decent salary and other perks,The upper level management does not care about mentoring subordinates,4.0,2.0,3.0,3.0,2.0
750,"""Dell, Inc.""",I worked at Dell Technologies full-time for more than a year,"Sales floor is congested, no real office space. Enjoyed the fitness facility, first class. Salary and benefits are wonderful.",No real group fitness class space or classes at proper times. Sales floor to congested and noisy at times. No real chain of command locally between sales divisions,2.0,2.0,4.0,4.0,3.0
751,"""Dell""",I have been working at Dell Technologies full-time,"Good company culture, friendly coworkers",Non-uniform expectations from upper management,5.0,4.0,5.0,4.0,4.0
752,"""Great company""",I have been working at Dell Technologies full-time,"Great work culture, flexibility is great",Seems upward mobility is very limited,5.0,5.0,4.0,4.0,5.0
753,"""Senior Principal Engineer""",I have been working at Dell Technologies full-time,"Work life balance; Compensation; Teamwork
Diversity
Parking
Commute","Difficulties for promotions.
Politicians
Too many meetings",5.0,5.0,3.0,4.0,4.0
754,"""Manager""",I have been working at Dell Technologies full-time for more than 5 years,Many amazing individuals work for Dell from all walks of life.,"Upper Management and way they have structured organization and organization changes, the way things are now done are horrible and lack consistency and proper processes that should be put in place before roll outs.",2.0,3.0,4.0,4.0,1.0
