,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
91,"""Great benefits and pay, friendly colleagues""",I worked at Lenovo full-time for more than 3 years,"The pay is higher than average for the area and the bonus structure is often very generous.

The benefits are better than most other companies in the area with a great 401K matching plan","The executive leadership is not great. Many of the EDs and VPs are in that role because they have been there for so long, not because it was earned or deserved.  Many do not make decisions that are best for the long term or future of the company.  

Lenovo does not want to invest time and resources in advancing their products, no chances are taken and oftentimes leadership does not listen to customer needs and wants.  Their customer and user experience is by far one of the worst in the industry",3.0,3.0,3.0,5.0,1.0
92,"""Change is constant""",I have been working at Lenovo full-time for more than a year,"Great company, talented people, good vision","teams stretched thin,  accountability among workers needs improvement",,,,,
93,"""Incompetent, Unsustainable""",I have been working at Lenovo ,Really are none to list,Almost everything - cannot recruit a single qualified candidate with this horrendous business model,1.0,1.0,1.0,1.0,1.0
94,"""Great place to work.""",I worked at Lenovo  for more than 3 years,They treat their employees very well.,None that I can think of.,,,,,
95,"""Ability to grow""",I have been working at Lenovo full-time for more than 5 years,Lenovo is a very diverse company that has the availability to grow within. they have a very positive attitude and give great work life balance. I love working for them and have had nothing but great experiences.,The internal systems can be faulty making it difficult to get things done.,4.0,5.0,5.0,4.0,5.0
96,"""Entrepreneurial Environment""",I worked at Lenovo full-time,"Great collaboration among peers
Excellent diversity and community involvement programs
Good benefits
Great opportunity to work on cutting edge technology","Not clear career paths defined, it depends on the individual to find opportunities",5.0,5.0,3.0,4.0,4.0
97,"""Not found their identity""",I have been working at Lenovo full-time for more than 5 years,"Most of the people you work with are good.
Striving to be more innovative and be more than just a PC company.
cool PC products","Ineffective leadership with competing priorities. 
Plan on working 6/7 days per week and always be connected
Although there's an open vacation policy, it's very hard to allocate any time away.",2.0,1.0,2.0,4.0,2.0
98,"""Great work environment""",I have been working at Lenovo  for less than a year,"Nice benefits, great people to work with, very professional atmosphere",Cutthroat when they don't make their numbers.  Your job is never safe,3.0,4.0,4.0,4.0,2.0
99,"""marketing""",I have been working at Lenovo full-time,"good salry,food and employer,best place for teamwork",too much commuting time makes me tired,,,,,
100,"""Computer Programmer Intern""",I have been working at Lenovo full-time,"Flexible hours, ability to work from home","Interns don't get any benefits, not guaranteed to be considered for a position at end of internship, some internships not even on teams where you might be able to fit long term",4.0,4.0,4.0,4.0,4.0
101,"""Customer Service""",I have been working at Lenovo full-time,"Great Company, very encouraging.  The company is innovative",None to report.  No company is perfect.,5.0,5.0,4.0,4.0,4.0
102,"""software engineer""",I have been working at Lenovo ,"laid back, a lot of freedom when it came to projects.","a lot of hours, some days there is nothing to do",5.0,5.0,5.0,5.0,5.0
103,"""Mixed feelings""",I worked at Lenovo full-time for more than 10 years,"Broad opportunities, improving customer focus, travel opportunities","Constant cost focus, executives too far removed from staff especially Chinese leadership with US employees",1.0,3.0,4.0,3.0,3.0
104,"""Executive Assistant""",I have been working at Lenovo full-time,"Typical 401k matching, 3 week vacations, affordable health coverage and bonuses when company numbers are met.","Executive Administrative Assistant Managers  strongly practice favoritism, and play politics. Managers are not trustworthy and will make attempts to  hold you back from branching into other positions. Tend to side with Executives instead of standing for what is right when it comes to their employees.",3.0,3.0,1.0,3.0,2.0
105,"""Not Bad, but not Great Either""",I worked at Lenovo full-time for more than 10 years,"Good Pay, Good Co-worker, Challenging work.","Always under the fear of a layoff.  Management is wanting to believe that employees have a ""winning"" attitude, but in reality it a ""survivor's"" attitude due to frequent layoffs. Chinese co-workers who say they can do much more than they actually have the skills to do.",5.0,3.0,3.0,5.0,4.0
106,"""Can't recommend anymore.""",I worked at Lenovo full-time for more than 3 years,"Some technology advancements, does support some partners, but not all.","Management too focused on themselves, and too far removed from task at hand.",1.0,1.0,1.0,2.0,1.0
107,"""Senior Manager""",I worked at Lenovo full-time for more than 10 years,"Responsibility, professional, perseverance, teamwork, planning","Regulation, perseverance, detail, rule, Justice",3.0,5.0,5.0,4.0,4.0
108,"""Mixed feelings about this company""",I worked at Lenovo full-time for more than 3 years,"Great people who really care about their careers and the business, competitive benefits and great bonus potential when company is doing well, provided opportunity to do amazing things in my career.","Too-often executive turnover and change of direction, lack of clear long-term strategy for Data Center products, regular resource actions to manage profitability instead of good business decisions,",1.0,2.0,2.0,4.0,2.0
109,"""Admin/Executive Assistant""",I have been working at Lenovo full-time,Room to grow -- flexible hours -- great team -- consistent and training available,"You're always on call (so to speak) -- may take awhile to grow, even if doable",3.0,4.0,3.0,3.0,4.0
110,"""Has it's issues, but good place to work""",I have been working at Lenovo full-time for more than a year,"- Compensation and Benefits are great
- Some bosses are flexible
- Facilities being redesigned to be more modern","- Silo'd business units make getting information difficult
- Recent resource action was done in secret",4.0,2.0,3.0,5.0,4.0
111,"""Data Center Group has great people and management""",I worked at Lenovo full-time for more than 5 years,Excellent employees and very good management. Good vision for the company in Data Center. Lots of hard workers who try to make the products better,"Budget issues in Data Center Group. Lots of people being let go because of budget, who should not have been let go. Everyone running skeleton crews with mounting number of difficult projects",4.0,5.0,4.0,5.0,5.0
112,"""Software Engineers. RUN!""",I worked at Lenovo full-time for less than a year,"Friendly hardworking Co-workers
Clean work enviroment","Overbearing, Condecending Management and Questionable Business Practices",2.0,2.0,1.0,4.0,1.0
113,"""Senior software engineer""",I worked at Lenovo full-time,"Good benefit
401K
Good working atmosphere
Good life/work balance","business downtime, no much bonus end of year
you need work with aboard engineers a lot",3.0,4.0,2.0,3.0,3.0
114,"""Loving Lenovo""",I have been working at Lenovo full-time for less than a year,"Big Company, Highly Respected in the Industry, Innovative Products, Super Employee Support systems, Great Co-workers, Pathways to promotions and cross training to other departments","Large Company, Takes time to make decisions,  Cryptic systems for getting approvals",5.0,5.0,5.0,5.0,5.0
115,"""Software""",I worked at Lenovo ,Fun and flexible - can propose new ideas,Not too much structure and that may be a rpoblem,4.0,4.0,4.0,4.0,4.0
116,"""Great people to work with""",I worked at Lenovo full-time for more than 3 years,Very friendly and generally laidback atmosphere; good sense of camaraderie; highly customer-focused,"Development tends to be in a perpetually reactive state, which leaves little room for focused quality improvements",5.0,4.0,3.0,2.0,4.0
117,"""Stay away""",I worked at Lenovo full-time for more than 3 years,"pay is decent (merit increases are a joke, promotions are a joke)","everything

long hours due to some managers being incompetent

toxic environment due to 2-3 people gossiping 

lost weekends during travel

management babysits you, and does not treat you like a professional

stay away stay away",1.0,1.0,1.0,2.0,1.0
118,"""Great employer""",I have been working at Lenovo full-time for more than a year,"Leaders are really working hard to lead the company to  continued success.

Work/scheduling flexibility allow employees to balance and manage work/life requirements.

The people are down to earth and also really bright.","Working in a Global environment can be challenging, but is also very rewarding",5.0,4.0,3.0,4.0,4.0
119,"""Lenovo""",I have been working at Lenovo full-time for more than 5 years,"Wonderful people all trying to achieve expectations and goals.  
Willing to pay for hard work and long hours.","Total lack of leadership.
Leadership team would at best be team managers and most other companies. 
Lack of self identity, do not know who they are.
All strategy discussion, no execution experience.",4.0,2.0,2.0,4.0,1.0
120,"""Marketing Manager""",I worked at Lenovo full-time,Lots of technology to test,Lots of red tape to navigate,,,,,
121,"""Utter Rubbish""",I worked at Lenovo full-time for more than 8 years,"Salary is good to start, benefits are good","Job growth is non-existent. Lenovo almost always hires externally to fulfill its needs. The obsession with directional change mentioned by many other reviewers here is true, and when that occurs, many of these new hires find themselves responsible for a position not even close to what they were hired on for just a year or even six months prior. This definite is a sign of a company that does not have an actionable nor sustainable long-term vision. Of course, this is what senior management is responsible for and has failed to deliver on much of the time since the acquisition from IBM in 2005.

Senior management is obsessed with changing direction as a response to failing to meet goals that were unrealistic to begin with. During my tenure at Lenovo, I saw a culture of 'yes men' as opposed to any real leadership. I say 'yes-men', because the vast majority of ""leaders"" are male. While there are some females in management, the majority of them are in lower-to-middle management.

Lenovo's culture is also quite toxic. Bullying, negative gossip, and ostracization is frequent. This is actually encouraged by management with what they term ""visibility."" Indeed, it is more important to be seen and heard by the right people than actually do an excellent job and help your team or division succeed. If you can argue your way out of a poor job performance or blame someone else convincingly, it is believed. Many have learned to game this culture and work their way up the ladder. Some are moderately competent in their roles, whilst many lack even the fundamental skills necessary to succeed. The way around this is to either:

1) Pull rank and say ""I know better because I'm a higher band"" and then ultimately blame the impending failure  on something else, or

2) use your internal connections to find a way around the person who is in a lower band to push your agenda forward and explain it in such a way that people in senior management (who have no clue as to what's going on besides how much money is being made and spent) to agree with you and take your side.  

I have seen many well designed plans thrown out the window in favor of ludicrously complex designs because of political posturing and power-plays. This, of course, makes it significantly harder for the people actually doing the work to successfully complete the requirements, so the answer to that is to have them work 12 hour days and weekends for weeks or months at a time.  A VP I used to work for heard about how hard our team was working for months on end and his response to this was ""I don't care, as long as it gets done."" If you complain about being worked to death, you WILL be made fun of publicly by someone who out-ranks you and finds this type of humor acceptable. This workload isn't an exception to the rule, this is how it is 70% of the time at Lenovo. 

Layoffs occur multiple times a year and have for many years now. Management leverages globalization as an argument to tell you that you don't deserve job growth, a shot at a promotion, or to be paid better despite those of us that pushed through the hard times, make our respective teams succeed and have a significantly larger workload than many people at higher bands have.  Several people in my role or similar have been told that management can get two engineers from China or India for the same amount of money we are being paid at Lenovo. While there is some truth to this, I would ask how this is a motivating factor to get me to work even harder at a company that puts more and more responsibility on its current workers and gives a 3% raise for the lucky ones, while external hires have more visibility, less responsibility, and generally a 10%-20% larger paycheck. 

Sadly, Lenovo is not one team. It is many internal divisions competing against one another for funding, indeed, survival. Divisions use one another to meet quotas, get ahead, or finish a product, then have to convince upper management how much they did themselves. The ironic thing is, many of these divisions are so interdependent so by trying to make one another look bad, this form of ""leadership"" is only really hurting the company as a whole. The only other companies I have seen use this model is organised crime.

Lenovo also uses a bell-curve rating to force their employees into categories of 1, 2, or 3; 1 being excellent and rare to achieve; 2 being the norm for many hard working, competent people (2+ being higher on the 2 scale, 2- being lower, but not quite 3), and 3 for people who aren't doing their job, or more to the point, people that management does not like. Since bonuses are a large percentage of employees' salary, we are forced to compete against one another for the '2' positions. The '1' ratings are reserved for people with more visibility and who are favored, generally quite subjectively, by management.  As an added bonus, this is a zero-sum rating system. For every 1, there must be a 3, for every 2+, there must be a 2-. This, again, forces people to work together in the short term, but then people that want to make a career here will not think twice about stabbing their co-workers in the back to get ahead.",2.0,1.0,1.0,2.0,1.0
122,"""Work Life at Lenovo""",I have been working at Lenovo full-time,"Very friendly and supportive
A great team and manager","Not much interaction between teams
Multiple teams working on similar projects with no clear cut ownership",3.0,4.0,4.0,4.0,4.0
123,"""Product Manager""",I have been working at Lenovo full-time,"Best idea (usually) wins, regardless of tenure","Sometimes too bureaucratic and ""by the books""",4.0,3.0,3.0,4.0,2.0
124,"""clueless""",I worked at Lenovo full-time for more than 3 years,wish I could  say there were some,Treat people like garbage and only care about themselves (management) Not one ounce of customer driven.,1.0,1.0,1.0,1.0,1.0
125,"""Sales Manager""",I worked at Lenovo full-time,I rack my brain trying to think  of one.,"Old boys network, horrible management that was spiteful.  Directors and executives   had grudges, no room for growth.  Thought they could run their server and storage business like a PC business.",1.0,1.0,1.0,1.0,1.0
126,"""overall""",I have been working at Lenovo full-time for less than a year,"Great work life balance, exceptional benefits including health and 401k program",Not really other than upper management decision making,5.0,5.0,4.0,5.0,3.0
127,"""Executive Assistant""",I worked at Lenovo full-time,Wonderful room for growth and advancement,Work as a contractor required before full employment.,3.0,5.0,5.0,5.0,4.0
128,"""Manager""",I have been working at Lenovo full-time for more than 3 years,Good pay and benefits overall,"Very poor inclusion of workers not in Morrisville, NC",2.0,2.0,2.0,4.0,1.0
129,"""change for the sake of change doesn't always work""",I have been working at Lenovo full-time,Good hardware product mix for their PC  Business.,"Many changes at Lenovo seem to happen just for the sake of change.   
Lenovo is struggling to break into the PC SW business.",2.0,,3.0,4.0,
130,"""DTMS""",I have been working at Lenovo full-time,Great opportunity to work on technology filed,Too much leadership change during the past several years. Bad marketing.,4.0,4.0,4.0,3.0,4.0
131,"""Salary""",I have been working at Lenovo full-time for more than 10 years,Good place to work and lots of new technology,Managment structure is difficult sometimes confusing,4.0,4.0,4.0,5.0,3.0
132,"""A Good Place to Collect a Paycheck and Boost Your Resume""",I have been working at Lenovo full-time for more than a year,"-Flexible work hours
-Ability to work from home or telecommute 
-Collaborative work environment
-Unlimited Vacation for US employees 
-Decent pay and benefits for a Raleigh company
-The company is very progressive when it comes to family and LGBTQ+ issues
-Since it's a Chinese company, there's a lot of racial diversity within the company
-The company has a track record of producing innovative products","-The company lacks a strong culture compared to other tech companies like Apple, Google, Microsoft
-The US headquarters has horrible food and the company does not subsidize the cost like other Silicon Valley companies
-Lack of job security because the company often lays off its employees by the 1000s (Google it for more info)
-Managers at the company use the bonus process to punish their employees based on their own perspective and not peers and partners or facts
-The company is always cost cutting and finding out ways to make itself more profitable
-All VP executives in the marketing department are all middle-aged white men, no women or ethnic minorities are represented 
-The company goes through frequent reorganizations as they often change their strategy through the year",5.0,1.0,1.0,3.0,1.0
133,"""Nice company""",I have been working at Lenovo full-time,"Good work-life balance, wonderful working site","For some departments, they keep laying off people",5.0,2.0,4.0,5.0,3.0
134,"""Great Culture, Challenging Structure""",I have been working at Lenovo full-time,Lenovo invests in its people and has a unique culture (for a large company) that encourages innovation and lets folks run with new ideas without too much fear of failure.,"As is common with any large organization, the highly matrixed structure can be challenging to navigate when trying to implement new ideas or drive change.",3.0,4.0,4.0,4.0,4.0
135,"""Talent Development""",I worked at Lenovo full-time,Great place to work (Raleigh),Some internal strife (IBM leftover),4.0,5.0,3.0,4.0,4.0
136,"""Director""",I have been working at Lenovo full-time for more than 10 years,"Flexibility, culture,  and future growth",extended strain of Motorola on profitability,4.0,5.0,4.0,5.0,5.0
137,"""Challenging Structure""",I have been working at Lenovo ,"Pay, benefits, flexibility in work schedule",Highly matrixed and very top heavy.  Endless number of executive leadership meetings as a result and staff spends excess amount of time creating PowerPoints every week for these.,3.0,2.0,1.0,4.0,2.0
138,"""Great Atmosphere""",I have been working at Lenovo ,Great Atmosphere and work environment,Low pay in comparison to surrounding companies,5.0,4.0,5.0,4.0,3.0
139,"""Inept overbearing management.. levo is dell""",I have been working at Lenovo full-time for more than a year,The pay is o.k.,"This place seems like it is going down in flames on the data center side. Complete unrealistic quotas with a scream at you and threaten your job attitude. Even if you hit your quota it's not good enough, they want 6 months of forecasting and it has to be accurate or your gone. Bad misleading culture.",1.0,1.0,2.0,3.0,1.0
140,"""RUN!""",I worked at Lenovo full-time,Great benefits and onsite buildings.,"-Overworked
-Unfair treatment of employees
-Minimal advancement opportunities
-Selfish management-- leading to selfish team leads who only look out for themselves 
-Petty politics within the team
-Outdated teams pushing for new branding ideas but don't practice what they preach
-So much backstabbing happening behind the scenes
-Toxic environment 
-For an  aged company-- they still react like a start up-- they have no idea what they are doing. 
-They hate the IBM brand because it ages them but not willing to adapt to the motorola way (google inspired culture) either. They don't want to fix themselves as a company and brand and are quick to blame any company acquisitions.",1.0,2.0,1.0,3.0,1.0
141,"""Good for changing careers... bad culture""",I have been working at Lenovo full-time,Often can manage to find ways to get into a new career or change career paths here. Unlimited vacation. Good health insurance.,"Poor culture. always cost cutting. no job security. tho good benefits, often lower pay. low morale. fakely transparent. try to push a positive, vibrant culture, but doesn't hit the mark, seems hypocritical, a lot of throwing under bus, difficult to get promotion, very politicy",3.0,2.0,3.0,3.0,3.0
142,"""Recidulous amount of changes for the worse""",I worked at Lenovo full-time for more than 3 years,Executives are doing very well for themselves,"Began as a focused company that operated as a team approach for the customer.  A couple of years back this changed, divisions split (copying HP, IBM, etc) and went from a single quarterback for the account to 7 different individuals all with different management infrastructure, and no communication or oversight between the various groups.  Then began a rapid increase in internal calls, training, etc which cut approx 12 hours out of the work week, just to attend mandatory internal calls.  On top of that, just about every week, a new report or metric was introduced which had not been seen before.  Internal tracking was done via a dozen different 3rd party websites, which were not intuitive and very cumbersome.  Add to this, the group meetings, some executive would get in front of us and show a slide that stated ""One Lenovo"" nothing could be further from the truth!",1.0,2.0,1.0,2.0,1.0
143,"""Executive Assistant""",I have been working at Lenovo full-time,"Great benefits , bonuses, work from home, work cellphone",There is no such things as time off emails always  coming in.,4.0,4.0,4.0,4.0,4.0
144,"""BW consultant""",I worked at Lenovo full-time for less than a year,great  work environment. nice collages to work with.,seems so far so good.,5.0,5.0,5.0,5.0,5.0
145,"""Solution Architect""",I have been working at Lenovo full-time for more than 3 years,"Work life Balance
Employee Programs
Opportunity
Company growth and potential","Engineering pay scale
High workload - many initiatives for few employees
Stock value",4.0,4.0,4.0,4.0,4.0
146,"""Engineer""",I have been working at Lenovo full-time for less than a year,"Work/Life Balance can decent, as long as you don't have too many late night or early morning calls.","I have been very disappointed with my tenure at Lenovo. 

On my first day on the job, I was surprised to learn that I had been re-assigned to a different team then I had interviewed with. There isn't much direction on the team I'm assigned to, and I've probably only spoken to my manager, about 4 times in the past 3 months.

I've found that instead of working together, many of the internal teams appear to be in direct competition with each other. There is way too much political back and forth for me at Lenovo. As, an engineer, I want to work hard and want to contribute to the company, but I feel like I am held back by the politics and the lack of an engineering culture. The work that has been done by the existing team, is of very poor quality. This is further validated, as the manager of my team appears to prioritize Cheap and Fast, over Good. The work that the existing team has done, is not stored in source control and there is no Dev or Test environment, everything has to be done in production.",2.0,2.0,2.0,4.0,1.0
147,"""not good""",I worked at Lenovo full-time,pay and benefit was good.,you are not able to learn at there.,3.0,2.0,3.0,4.0,2.0
148,"""Strategic Project Manager""",I have been working at Lenovo full-time for more than 10 years,Great company to start a career,There are no cons at this time,4.0,4.0,4.0,3.0,4.0
149,"""Project Manager""",I worked at Lenovo full-time,Innovate company with exceptional talent,Fast paced work environment producing top notch products,3.0,4.0,3.0,5.0,3.0
150,"""So far, so good!""",I have been working at Lenovo full-time,"Good variety of projects. Good work/life balance, in general.","Late night calls to the Beijing office are pretty often though. Politics are very blatant, and sometimes distracting. There are never meeting rooms available because there is not enough space for everyone.",4.0,3.0,4.0,4.0,4.0
151,"""Financial Analyst""",I have been working at Lenovo full-time,Very large tech company with great people,Some information gets lost in translation between different teams and geos,5.0,4.0,4.0,4.0,3.0
152,"""LASR Program Interview and Onboarding""",I have been working at Lenovo full-time,"In-depth  training and onboarding
Program management friendly and accessible
Exposure to multiple segments of the business
Flexible with time-off
Frequent communication with recruiters
Relocation stipend","The on-campus interview description was vague (maybe intentional?)
Length of time between online interview and onsite interview",4.0,5.0,4.0,5.0,
153,"""Good culture and benefits""",I have been working at Lenovo full-time for more than 3 years,"Unlimited vacation, North America leadership is getting better and is shifting towards a people-first mentality.",Disconnects between management and employees can lead to poor communication. Frustrating and long processes which should be quick.,5.0,4.0,5.0,5.0,4.0
154,"""LASR Program Associate""",I have been working at Lenovo full-time,"So many opportunities for growth within in the company. Lots of upward mobility.

They take interest in their employees and their needs.",Nothing bad to say about Lenovo.,5.0,5.0,5.0,5.0,5.0
155,"""Very lean but good work environment""",I worked at Lenovo full-time for more than 5 years,Work environment and culture is great. Management has a nice attitude. They are very progressive when it comes to family and LGBTQ+ issues.,"They are a very lean company, meaning everyone wears many different hats. This makes work/life balance a little difficult as they will take as much as you give them. With that being said, if you can set boundaries for yourself then it won't be an issue.",3.0,4.0,5.0,4.0,4.0
156,"""Human Resources""",I have been working at Lenovo full-time,"Phenomenal people, global company with great diversity, innovative products, fast-paced environment","Execution is highly valued which makes pausing to think difficult; Lenovo is a lean organization, this requires a lot of prioritization of managers and employees to focus on what they can do",4.0,5.0,3.0,5.0,4.0
157,""".""",I worked at Lenovo full-time,"Location, work hours are quite flexible","Politics, culture, pay, company benefit",2.0,1.0,2.0,1.0,1.0
158,"""Good work life balance""",I have been working at Lenovo full-time,"Great work life balance, Flexible vacation policy, fast paced environment, internal growth opportunities","Frequent Restructuring, Lack of flex hours,  lack of  training resources",,,,,
159,"""Review""",I have been working at Lenovo part-time,"Friendly co-workers, a lot of independence,  opportunity to show your capacilities if you want to work,","As with most large companies, cross national coordination can take a while",5.0,3.0,5.0,,4.0
160,"""Undervalued place to work""",I have been working at Lenovo full-time for less than a year,The company is willing to help pay for training and give you experience in areas you'd like to transition into (if you want to make a move).,"Sometimes people can get stuck from getting the proper amount of visibility to get advancements that they deserve, perks don't match what other area employers offer. Working on a team that spans between US and China can be burdensome because of the time difference and need for calls late at night - not necessarily bad depending on what group you're in.",4.0,5.0,5.0,5.0,5.0
161,"""Good cross cultural, international company""",I worked at Lenovo full-time,"Strong multi-culture environment, China is a strong focus but senior leadership recognizes the strength of a blend of cultures.","Poor corporate strategy, lacks focus.  Trying to take on too much at a time (Moto, Servers, PC's, services, IoT, etc.)",2.0,5.0,3.0,3.0,2.0
162,"""Excellent Goals, Poor Execution""",I worked at Lenovo full-time,"Lenovo invests a lot of time, money, and resources in order to ensure an exceptional experience for every customer that interacts with Lenovo.","The projects that attempt to address customer experience pain points are extremely unorganized, lack buy-in across the organization, and fall short of the goal Lenovo has set for customer experience.",3.0,3.0,2.0,3.0,2.0
163,"""A $35 billion startup.""",I worked at Lenovo full-time for more than 3 years,"The review title refers to a phrase I used to hear from time to time at Lenovo, used to describe the experience of working there. There is a lot of energy at Lenovo and a focus on the future. It's a young company and makes big moves. It moves quickly In this sense, it's like a startup. It's also a large, international company. This can obviously help the more nimble startup culture by providing capital and infrastructure, but it hindered Lenovo sometimes too, via bureaucracy and commitments to legacy systems.

Lenovo's employees are warm and helpful. They are smart and most care about the company in a real way. I worked with many professionals whom I respect and that is one of the best parts of working there.

In sales, one had considerable leeway to run things in one's territory as one saw fit. Management was open to new ideas and I implemented some of my own. Some failed, some succeeded;  the openness to new ideas is a testament to Lenovo's culture.

I am grateful to Lenovo and for the time I worked there. My experience there is defined by the fact that I didn't have extensive work history at the time of my hire; and working at Lenovo was my first experience working for a large corporation. Lenovo hired me soon after I graduated college and was open to taking a chance, which I'll never forget. I adapted well to the life of working at a large company. 

If you've worked at other companies and/or are coming in with a long resume, your mileage may vary. Lenovo is a great place to work that does have challenges; I would work there again if the right opportunity came along.","I did work through a contracting agency before being hired on full time. I was paid well and treated well. There was tension among people who got hired from the contractors' pool and as a contractor you weren't eligible to certain things like sales contests. I was treated as a member of the team and valued. There were just some annoying limits of being a contractor.

Lenovo consistently paid a little bit less across most jobs where I learned the salary against the industry. Pay can be a touchy subject for management but the fact is that not only was I miffed about my own pay towards the end of my stint; but competent, creative and innovative coworkers consistently left to take higher-paying jobs elsewhere. 

Speaking strictly regarding my time there there were manufacturing delays that put our shipping times well behind industry average. This was around the IBM x86 acquisition and year after it. It went on a long time. Global technology supply chains are incredibly complex. However, I think that considering that we faced serious problems for well over a year to the point that large sales were canceled and returned combined with the fact that Lenovo had many people whose expertise was global supply chains working on supply chains they themselves built, I think it's appropriate to criticize poor performance here. This was a political issue in my time. I have only my own observation that it was ongoing for a very long time and rumors I heard that certain senior managers were intransigent to change. Some had to be forged out to fix the problem, but this took a long time. I hope this has changed.",4.0,5.0,5.0,3.0,4.0
164,"""Good Company""",I worked at Lenovo full-time for more than a year,"Good employees, good benefits.  Overall a good experience.","Sometimes communication was poor, but leadership was open to feedback.",4.0,4.0,3.0,4.0,3.0
165,"""Public Sector""",I have been working at Lenovo full-time,"Pay Structure 
Work-Life- Balance
Culture
Full Cafeteria
Trail","Parking
Quick Changes
Non Buying Season

There really isn't much bad to say about the company!",5.0,5.0,4.0,5.0,4.0
166,"""Sr. Mechanical Engineer""",I have been working at Lenovo full-time,Good place t9 work with smart people,Business goes down so unstable.,4.0,4.0,4.0,4.0,2.0
167,"""Director""",I have been working at Lenovo full-time for more than 5 years,Technology at it's core and innovative culture,"Even though Global,heavy China influence on careers",3.0,3.0,4.0,3.0,4.0
168,"""DCG AE""",I worked at Lenovo full-time for more than 3 years,Opportunity for growth if you are successful,poor support from inside teams,4.0,4.0,4.0,4.0,4.0
169,"""Lenovo DCG (Data Center Group) work environment. Very positive experience, flexible work/life environment""",I have been working at Lenovo full-time for more than 10 years,"Excellent benefits, engaging environment, work-life flexibility, plenty of opportunities for engaging internal and external  activities. Managers inform their team of other job opportunities within the company, possibly at the expense of committed projects.  Management trusts mid/senior engineers appropriately. (Minimal observation of unwarranted  ""micro-management"").  Top-tier engineers are rewarded financially through pay increases and semi-annual pay bonuses.  Pay is reported as above average when compared to salaries of senior engineers for other local companies... However, my personal interactions with other senior engineers in the RTP / Raleigh area suggest the average salary reported by Glassdoor and other summaries are significantly lower than my experience and conversations with engineers with similar skills would report.","Layoffs *can* be more frequent than other companies, and may include long-term employees that are considered highly skilled engineers.",5.0,5.0,4.0,4.0,5.0
170,"""Good salary, constant layoffs""",I worked at Lenovo full-time for more than 10 years,"Salary, benefits, flexibility, ""unlimited"" vacation.",Global hours means you work all the time; promotions go to China employees.,2.0,4.0,2.0,5.0,2.0
171,"""Inside Sales""",I worked at Lenovo full-time for more than a year,Met some great people that I have stayed in contact with over the years. Solid attempt at work/life balance. Good/fun culture. Great place to start out your sales career and get B2B sales experience.,"Where to start.... Extremely low compensation compared to the rest of the industry.  Unrealistic goals and expectations. Resources are very scarce. Can't keep employees. Layoffs or ""reorganizations"" happen frequently, and seem to have no rhyme or reason. I've seen successful inside reps get laid off before lazy, unsuccessful reps. Constantly ""growing"" and downsizing. Creating jobs and then cutting those same jobs. Very immature company as a whole for how long they have been around.

You start as a contractor with an even lower salary + capped commission. Management is hit or miss. Some managers are very selective and play favorites. Individuals who are lazy, unproductive, and unresponsive can often be converted to a full time employee before others simply by brown nosing (barely metrics based at all).  Don't get me wrong here - there are some great employees/reps/managers, but they often go unrecognized. 

Once you become full time, you get an extremely modest ""pay bump"" to your salary (still far below the industry standard for the same role). They say you now have an ""uncapped"" commission structure, which isn't true. If you are on track to overachieving, management has the ability (and will often do so), provide quota relief to individuals underachieving and tack that on to the ones overachieving to make things ""fair"". This, in turn, penalizesthose employees who are actually doing well. 

The LASR program is a good concept on paper, but also allows for highly disgruntled employees. What if you were a loyal employee with a company for 2+ years and they hire a recent college grad (with little to no experience) to join your team and do the exact same role as you, but start them at significantly higher pay?

As I stated this is a great ""job"" for the recent grad who wants to get their feet wet in B2B sales, build experience, grow their personal brand, and move on.. I say ""job"" because after about a year with the company, I saw no opportunity, and no desire to grow a career within Lenovo and started looking elsewhere.",4.0,4.0,1.0,1.0,1.0
172,"""Engineer at Motorola Mobility""",I worked at Lenovo full-time for more than 5 years,"A lot of really good people work at Motorola.  People who are both smart and skilled but also very kind and friendly.  Its a great place to learn from others, and exchange ideas

There are often interesting new products to work on and try out.

The benefits package is good","Motorola has been making cuts for so long that there is a bit of a culture of imminent doom.

Along with the cuts there isn't a lot of new talent coming in bring fresh ideas.

Product direction from senior leadership waffles a lot, which can paralyze development and leaves every product on a rushed schedule.

There are too many layers of management, while the managers mostly work very hard and are good at what they do, they don't seem to be delegated any really decision making authority on products.  When new ideas need to bubble up through 6 layers of management they tend to die without any real consideration.",5.0,3.0,2.0,4.0,3.0
173,"""principal staff sw engineeri""",I have been working at Lenovo ,it is a okay company,culture conflict between motorola mobility and lenovo,,,,,
174,"""People First?""",I have been working at Lenovo full-time,Co-workers that are actually doing the work are great,Senior executive talk about people first but don't demonstrate it.  Meetings are confrontational and not constructive.  No sense of trying to grow employees,2.0,2.0,3.0,3.0,2.0
175,"""Great Experience""",I have been working at Lenovo ,The teams/people you work with make the difference!,Overall everyday processes are out of date,,,,,
