,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
598,"""Good Projects, Management could be better""",I have been working at IBM full-time for less than a year,"Good pay, okayish work-life balance, great projects","Lack of direction sometimes, no bonus",3.0,3.0,3.0,4.0,3.0
599,"""Great Company with Great Benefits, but Management may Vary""",I have been working at IBM full-time for more than 5 years,"Competitive pay for a large company, excellent benefits (I take tons of medication and pay 0 out of pocket), lots of vacation time, flexible hours",It's a huge company so you may run into less-than-savory managers at some point,4.0,5.0,5.0,5.0,4.0
600,"""Very Good company to work for""",I have been working at IBM full-time for more than 5 years,"1. Work/Life balance is superb
2. Huge opportunity for growth
3. Exposure to some of the best technology.
4. Talented individuals
5. Learning is at the chore of this organization","1. There is no standard hiring procedure like you have at the big 3
2.  The first may lead to hiring possibly half-baked personnel.",5.0,4.0,5.0,4.0,4.0
601,"""Negative experience""",I worked at IBM full-time,Salary was good for market value. Got to work remote.,Didn’t feel support from management. Felt like a cog in a machine.,,,,,
602,"""Great people in the trenches, dysfunctional executive management, declining industry relevance""",I worked at IBM full-time for more than 10 years,"Great colleagues, really good benefits","Many management missteps, director and VP levels move around a lot, won't take responsibility, lots of blame.  Toxic culture in many places",3.0,1.0,3.0,4.0,1.0
603,"""Not great for new hires""",I have been working at IBM full-time for more than a year,"Flexible work hours
Great benefits
Great base salary
Understanding of personal life","Not easy to move around between teams
Collaboration is not encouraged
Slow-moving and depressing environment
Hard to find someone to advocate for you
Difficult to get good bonuses, raises, or promotions",4.0,3.0,3.0,5.0,3.0
604,"""Ambivalent""",I have been working at IBM full-time,"- Impact
- Variety of Experience","- More data engineering than machine learning focused
- Sales pipeline is pretty dry some seasons
- Not confident in company future",,,,,
605,"""Depends where you work""",I have been working at IBM full-time for more than 8 years,"Some people love IBM, others hate it.  It's a large company with a lot of diverse people so overall, it was a good experience as long as you have a decent manager.","Raises are nearly non-existent and there's always a poor excuse made by management as to why you don't get one, even with stellar performance.

Very bureaucratic - suggestions for process improvement fall on deaf ears.",,,,,
606,"""Going down""",I worked at IBM full-time for more than 8 years,Lots of responsibility at entry level manager,Benefits have been cut each year,1.0,3.0,2.0,1.0,2.0
607,"""Great place to work!""",I worked at IBM full-time for more than 5 years,Access to unlimited resources; opportunity to explore career opportunities outside your direct career path; pride of being an IBMer and sharing information about the amazing innovations accomplished by the organization,Not always nimble due to required approvals and buy-in needed; salary movement is very challenging once you are in a role,3.0,5.0,5.0,3.0,5.0
608,"""Good if you're looking for work life balance""",I have been working at IBM full-time,"- Work life balance.
- Decent benefits.","- It's hard to get a raise. For me in the last three years as an IBMers, I have worked on many projects inside the company other than my main full time project, traveled to speak in few conferences and switched teams and I was unable to get more than %2 increase.",,,,,
609,"""Okay, but  not great""",I have been working at IBM full-time for more than 8 years,"World wide locations, lot of internal opportunities to expand and learn.","Shrinking, not focused on the right growth areas",3.0,2.0,2.0,3.0,1.0
610,"""Very Good""",I worked at IBM full-time,Great facilities for learning the latest in Technology and More Opportunities for Growth,Need to travel a lot to client locations.,3.0,4.0,4.0,4.0,4.0
611,"""Don't judge a book by it's cover""",I have been working at IBM full-time for more than 5 years,"Great people to work with, some of the most intelligent and engaging co-workers I've encountered. Learned so much from people with different levels of expertise across many regions and ages. Generally pays well and treats you well when you're an employee.","Too many clicks or old timers who have progressed to executive levels without necessarily developing expertise in areas they now manage. General just a few good managers, most are focused on their own careers over those supporting their efforts. Company doesn't exude any real loyalty, once they don't need you, so long. Not enough focused leadership and accountability at the top, they push it down and others pay the cost.",2.0,2.0,3.0,3.0,1.0
612,"""IBM""",I worked at IBM full-time,"- Good place to work
- Big ocean of learning new technologies",- Salary hike is pretty low,5.0,5.0,5.0,3.0,4.0
613,"""not bad""",I have been working at IBM full-time for more than 3 years,easygoing environment，good work life balance,product incompetence，struggle to achieve goals,5.0,3.0,3.0,3.0,3.0
614,"""Life at IBM""",I have been working at IBM full-time for more than 3 years,"Beautiful offices, great learning culture, good work life and salary, good vacation","Impossible to be welcomed by long time IBMers, very cliquey, very hard to be promoted to executive, no out of network benefits, very small bonuses, people always switching jobs (who you know)",4.0,1.0,3.0,4.0,3.0
615,"""Good company to work for""",I worked at IBM full-time for more than 10 years,"Good company, quite advanced with technology and management, many opportunities with career growth and change, good benefits.",I would say no CONS in general.,5.0,5.0,5.0,5.0,5.0
616,"""Cutting Edge""",I have been working at IBM full-time for more than 5 years,"As many other reviews have pointed out, the company has been going through many reorgs and transformations in the past few years, some of which were quite painful. However, the fruits of this hard work are really starting to show. The company now is almost unrecognizable compared to where it was just 5 years ago. Bureaucracy has significantly reduced. Many teams, even those in legacy business units such as Systems, have already fully adopted the most advanced industry best practices such as Agile, CI/CD, Design Thinking, etc. to great effect. Since IBM touches almost every technology that currently exists and employs people of almost every skill set, the opportunities are endless. Work-life balance is also extremely good. Most teams are very flexible with working from home or working from another IBM office.","There are still great disparities between different teams, even between those within the same business unit. Many teams, especially those that have been around for a long time, have developed their own culture as well as very idiosyncratic ways of doing things. While this is not necessarily a bad thing in of itself, it does create confusion at times and present a learning curve for new hires.",5.0,5.0,5.0,5.0,4.0
617,""".""",I have been working at IBM full-time,great company for work life balance,Not sponsoring GC,,,,,
618,"""Many layoffs""",I have been working at IBM full-time for more than a year,Didn't have a great experience,"In the two years working for ibm, no raise was told I was an overpaid part swappers which no true
Perform many layoffs",2.0,1.0,3.0,1.0,1.0
619,"""Integration Architect""",I worked at IBM full-time for more than 3 years,"Solid consistent work
Ongoing continuous training opportunities","segmented and silo'd positions
Data integration utilization of Watson not yet embedded throughout",3.0,3.0,,3.0,
620,"""Big company, lots of bureaucracy""",I worked at IBM part-time for less than a year,A lot of opportunities due to the size of the company and network you can connect with within the company...,Large company comes with a lot of hierarchy and redundancy ...,3.0,3.0,4.0,4.0,2.0
621,"""IBM""",I have been working at IBM full-time,Good for growth opportunities and risk taking,"Don't necessarily reward work, more focused on tenure",4.0,3.0,4.0,3.0,3.0
622,"""IBM Project Manager""",I have been working at IBM full-time for more than 10 years,Amazing company reinventing itself. Technical Expertise in everything. Great training and learning resources. Depending on role/assignment you may have flexible working locations,"Too much overhead with overlapping roles which drains profitability and unmanageable consulting rates,  unrealistic utilization targets for consultants, resource alignment/layoff after 10+ years of service = 1 month pay.   Too many managers are unskilled in newer technologies and approaches.  Not agile.",3.0,3.0,4.0,3.0,2.0
623,"""Top Notch Company""",I worked at IBM full-time for more than 5 years,"Respect, Advancement, training, professionalism, attitude","No cons,
Enjoyed entire experience",5.0,5.0,5.0,5.0,5.0
624,"""Great entry job into IT""",I have been working at IBM full-time for more than 5 years,Amazing benefits. Opportunity for advancement. Great way to start off in IT.,You receive what you put in.,4.0,5.0,5.0,5.0,4.0
625,"""IBM""",I have been working at IBM full-time for more than 3 years,Great work-life-balance with the ability to work from home,The structure does not encourage promotions.,5.0,3.0,3.0,4.0,3.0
626,"""All About the Money""",I worked at IBM full-time for more than 10 years,Use to be a great company which supported and invested in their employees and clients.  Work balance and autonomy was fantastic if you achieved.,Ageism is rife.  Retrenching majority of “older” people for many years who are on six figures.  Replacing with young cheap labour.  All about the bottom line for CEO and shareholders.,5.0,2.0,2.0,4.0,2.0
627,"""Good company""",I worked at IBM full-time for more than 8 years,Few projects in a sap,Everything is moved to offshore. Cost cutting.,,,,,
628,"""Internal competition""",I worked at IBM full-time for more than 3 years,As an offering manager (i.e. product manager) the ability to shape the roadmap of a product used by customers.    Opportunities to evangelize the usage of a product.  A huge variety in day to day work and experiences.,The company's divisions are only incentivized for their own particular offerings.  Thus  if a division takes business away from another division it is rewarded.  This meant a lot of internal competition and bad behavior -- even if it made IBM look bad in front of a customer.  .  Also constant management changes meant a lack of consistency.,3.0,,3.0,4.0,1.0
629,"""Liked as well as Disliked""",I have been working at IBM full-time for more than 10 years,Lot of ways to grow,Your PeM should be good,,,,,
630,"""Be Careful""",I have been working at IBM full-time for more than 5 years,Colleague are great to work with and we try to hale one another due to lack of management assistance.  You can expand your knowledge in various areas since there is a wealth of education in most topics.,Sr management is absent in the GTS project management division when dealing with the clients I work with.  I cannot speak for the other divisions or clients.  They will say one thing and never follow through.  Not sure how anything get done on time and on budget.,1.0,2.0,3.0,3.0,1.0
631,"""It's what you make of it""",I have been working at IBM full-time for more than 5 years,"Tools and methods are modernizing rapidly, pay is getting better, respectful and helpful culture, wealth of resources to tap into for learning and mentorship, long hours are not mandatory to get by but can only help you","No stock for non-execs, execs are a little out of touch, product managers cannot make up their minds and stick to something most of the time. When they do, it can be wildly successful because of IBM's resources and people. But too often, it is too little too late.",4.0,3.0,5.0,4.0,2.0
632,"""Kinda mediocre""",I worked at IBM full-time for more than a year,Tech company ; there are worse options out there,An outdated tech company - was outdated even back in the 70s/80s,,,,,
633,"""Not good corporate environment""",I worked at IBM full-time,Work from home was allowed,Constant cost cutting environment that does not value positive work,5.0,3.0,3.0,3.0,2.0
634,"""Horrible culture""",I have been working at IBM full-time for more than 8 years,"15+ days vacation
Cool technologies
Flexible work schedules","Culture is horrible in regards to senior management, but the little guys are awesome. 

Low moral

Impossible deadlines

Not the company the CEO talks about in her featured videos. 

Insurance is expensive if you have children. 

Too many directives from external IBM orgs",3.0,1.0,3.0,3.0,1.0
635,"""review""",I have been working at IBM full-time,"work from home, flexibility, bonus",I can't think of any,,,,,
636,"""Worked at IBM over 12 years""",I worked at IBM full-time for more than 10 years,"People, benefits, 401K, type of work",Philosophy toward employees changed for worse,1.0,2.0,2.0,4.0,1.0
637,"""Great history, not a lot of direction""",I worked at IBM full-time for more than 3 years,"Flexible work schedule, great training.",Big corporation and you're treated just like that,4.0,2.0,4.0,3.0,1.0
638,"""Satisfied but ready to move on""",I worked at IBM full-time,"Meritocracy, got to hone in the technical skills I wanted",Long stretches of time when working on more boring work,4.0,,4.0,4.0,
639,"""Dishonest""",I worked at IBM full-time for more than 3 years,Coworkers  are mostly great people that mean well,"Lack of trust, transparency and honesty from leadership",1.0,1.0,1.0,1.0,1.0
640,"""Big Company with Big Opportunities""",I have been working at IBM full-time for more than 5 years,Lots of good opportunities to grow and learn.,"A lot of Bureaucracy and red tape.
HR is non existent. Everything depends on who your manager is.",3.0,5.0,4.0,4.0,3.0
641,"""Best Program""",I have been working at IBM part-time for more than a year,Great culture and opportunities to expand to various areas of interest.,Some internal applications are hard to use (but interns are fixing these)!,5.0,5.0,5.0,2.0,1.0
642,"""Ideally poised for the future""",I have been working at IBM full-time for more than a year,Convinced that Red Hat acquisition will finally return IBM to aggressive growth.,"Little chance for advancement, blocked by entrenched long time employees",4.0,5.0,1.0,5.0,5.0
643,"""OK place to work""",I have been working at IBM full-time for more than 8 years,"- Flexible work time
- Casual culture
- Great job opportunities
- Strong design culture
- Agile","- Layoffs every year
- Lack of executive transparency",5.0,2.0,4.0,4.0,1.0
644,"""OK Benefits,   constant layoffs""",I worked at IBM full-time for more than 5 years,People that I worked with were smart and team players,Constant company layoffs to try to bring in new blood,3.0,3.0,2.0,2.0,2.0
645,"""Good to work""",I worked at IBM part-time,Good culture and good salary,Too much work to do,3.0,3.0,3.0,3.0,3.0
646,"""Interesting Projects, Good People""",I have been working at IBM full-time for more than a year,"Always learning, team is always happy to help, and managers are hands on","need to be a very fast learner, and open to many different opportunities to have the best experience.",3.0,4.0,5.0,5.0,4.0
647,"""Poor Leadership""",I worked at IBM full-time,"Good team of folks, unfortunately many are discouraged and fear layoffs","Overpaid and underwhelming leadership, not to mention there are just too many",1.0,1.0,2.0,2.0,1.0
648,"""Good""",I worked at IBM full-time for more than 8 years,Good Place to work and Learn,None for me in IBM,3.0,4.0,4.0,4.0,3.0
649,"""Great for Technical Resources""",I have been working at IBM full-time,"IBM is great if you are a technical resource. The architects, engineers, research fellows, etc., are all very sharp and do great things.","Life is not so great if you have a ""non-technical"" role like business analyst, project management, etc., or are a contractor. You are on the short list for the quarterly layoffs.

So, the get a a 5 for techs, and a 1 for non-techs, which equals a 3 rating overall.",2.0,2.0,3.0,4.0,3.0
650,"""sales""",I worked at IBM full-time for more than 3 years,good work for the pay,management needs to improve the process,3.0,3.0,2.0,2.0,2.0
651,"""Eh""",I have been working at IBM full-time for more than 3 years,"Pay is good, plenty of flexibility","Lots of chiefs, no indians - stay away",3.0,1.0,2.0,3.0,1.0
652,"""IBM SUCKS!""",I worked at IBM full-time for more than 10 years,Good flexibility and work life balance,"Everything, they don't care about their employees at all - especially the ones that have been there the longest.",3.0,1.0,1.0,2.0,1.0
653,"""Company""",I worked at IBM full-time for more than 5 years,"Good environment
Work-life Balance
Salary
good leadership
New Technology","Lazy atmosphere
Learning curve slow
have to self motivate
adopt to latest tech",5.0,5.0,4.0,3.0,5.0
654,"""Great place to start""",I have been working at IBM full-time for more than 5 years,"pay, benefits, and travel were the best parts",hard to change and get lost sometimes in the shuffle,4.0,3.0,5.0,4.0,3.0
655,"""Technical Solutions Architect""",I have been working at IBM full-time for more than 3 years,Great work environment and pay,Organized Chaos of a large company =),5.0,5.0,5.0,5.0,5.0
656,"""Horrible Disrespect for the Employee""",I worked at IBM full-time for more than 10 years,Much of the work is performed remotely.,"IBM tries to do just enough in terms of employee support to say they are not below average, i.e. they are only average.  Not a leader in any benefit category, nor do they care to be.  Mgmt position is ""I am smarter than you, so you just listen.  We don't need your ideas or input"".  Once they are through with you, employees are cast to the side of the proverbial road like yesterday's trash.",2.0,2.0,2.0,3.0,1.0
657,"""Collaborative""",I have been working at IBM full-time for more than 5 years,"Great company, good work culture",Don't count on the bonus,,,,,
658,"""Failing to try and catch up with competitors and market leaders""",I worked at IBM full-time for more than 3 years,"Work from home, with flexible work schedule. 3 month advanced notice that layoffs were due to occur giving people the chance to look for new opportunities.","Constant fear of layoffs within each division. 401k match made only once per year, rather than by pay period.",3.0,3.0,3.0,3.0,2.0
659,"""Review of IBM""",I worked at IBM full-time for more than 8 years,My co-workers made the best team!,Management didnt care about how hard you worked,3.0,2.0,3.0,3.0,2.0
660,"""THE place to grow your skills""",I worked at IBM full-time for more than 10 years,"Great training, excellent salary, huge career growth potential if you're willing to relocate.",Work life balance is almost non existent.,2.0,4.0,5.0,5.0,3.0
661,"""IBM""",I worked at IBM full-time for more than 10 years,Great company to work for!,Work long hours and some weekends.,3.0,5.0,5.0,5.0,4.0
662,"""Great Company""",I have been working at IBM full-time,"Great People, Good work-Life Balance","Bad Bonus, Too bureaucratic after a certain level",4.0,5.0,4.0,3.0,3.0
663,"""Good Overall""",I worked at IBM full-time for more than 3 years,401K match and good health benefits,high pressure environment to grow business,,,,,
664,"""Good company""",I worked at IBM full-time,Flexbile n good to work,Less package and low personal growth,4.0,4.0,4.0,2.0,4.0
665,"""Transition to a leading cloud provider is hard""",I have been working at IBM full-time for more than 5 years,"Talented peers, strong company benefits, lots of opportunity","Lack of transparency, frenetic directional changes, lack of clear vision",3.0,4.0,5.0,4.0,1.0
666,"""Ibm salary""",I have been working at IBM full-time for more than 5 years,"Good benefits for healthcare, travel and family leave",Too large and often difficult for growth,4.0,4.0,3.0,3.0,3.0
667,"""Great Place""",I worked at IBM full-time for more than 3 years,"Nice people, great environment.  Lots of learning opportunities",They don't pay good at all.,3.0,5.0,1.0,1.0,3.0
668,"""Senior IT Architect""",I have been working at IBM full-time for more than 10 years,"available training , good people, but management is terrible","low pay, upper management are cut throat, no value for people",2.0,2.0,2.0,2.0,2.0
669,"""It's big""",I have been working at IBM full-time for more than 8 years,Good people and decent benefits,There's a high level of inter-company communication but the majority of it isn't value add.,3.0,3.0,2.0,3.0,3.0
670,"""Love being a IBMer""",I have been working at IBM full-time for more than 10 years,"Great place to work, leadership is strong, hard work but enjoy",the bonus plan is lower than the competition,5.0,5.0,5.0,4.0,5.0
671,"""Great place to learn the trade""",I have been working at IBM full-time for more than 5 years,Quality people and mature process and workflow.,Lots of meetings. Meetings to plan the next meeting.,3.0,4.0,4.0,4.0,5.0
672,"""IBM Watson""",I worked at IBM full-time,"If you understand the compensation plan and how to navigate internally, it will be reflected in your W-2.",Frequent shuffling of management tarnishes moral.  Legacy applications that run critical business is a hindrance to success.  Quarterly Resource Alignments in almost every group creates an environment of fear for employment  QoQ.,2.0,3.0,3.0,5.0,3.0
673,"""IBM""",I worked at IBM full-time for more than 5 years,"life work balance
good culture
good perks",none i can think off,5.0,4.0,4.0,5.0,4.0
674,"""AML jobs in Denver are not really with IBM - don't be fooled!""",I worked at IBM full-time for more than a year,Access to IBM continuing ed online modules. Okay place to hang out while you look for something better.,"The AML jobs available in Denver are with an IBM subsidiary called Promontory Risk Review that IBM acquired a few years ago. Promontory is a horribly run company that runs an AML white collar sweatshop with a call center environment. If you've always wanted to work in close proximity to 60-80 other people of varying degrees of professionalism, this is for you! No career development, no raises or performance based bonuses (everyone gets the same bonus), and no possibility of moving up in the organization.",2.0,1.0,1.0,2.0,1.0
675,"""Great company to work for""",I worked at IBM full-time for more than 8 years,Lots of opportunity for growth.  Good benefits.,Constant change.  Business units don't always play well together.,,,,,
676,"""Great for starting your career. Bad for older employees""",I have been working at IBM full-time for more than 10 years,Large company with thousands of diverse jobs and industries. Company transformation with purchase of RedHat and other company acquisitions provide many areas to grow job experience.,"Many layers of management with top down disrespect for older employees, their knowledge, and expertise. Top heavy with many levels of VPs and GMs.",3.0,1.0,3.0,3.0,1.0
677,"""Not bad if you don't mind corporate politics and churn""",I have been working at IBM full-time for more than 3 years,"- broad latitude to work with the technologies that interest me
- plenty of opportunity for self-improvement
- relatively low stress/pressure","- frequent directional pivots due to internal politicking and reactionism
- difficult to get promoted even when deserved
- a lot of the work I'm given doesn't seem that valuable to the company",4.0,2.0,2.0,4.0,2.0
678,"""Over-all great group of people to work with""",I have been working at IBM full-time for more than 8 years,"Products are competitive with ongoing innovation. Some managers are good and some are not. Giant company with tons of job options.  IBM tends to take a long term view of employee performance, so this can cover for the ups and downs of quarterly fluctuations","Environment can be political.  Because of the matrix style organization, many managers are interested in a given opportunity - therefore, lots of coordination and inspection calls",3.0,5.0,4.0,4.0,3.0
679,"""Average""",I have been working at IBM full-time for more than 5 years,IBM as an organisation offers good resource to learn.,"Bad work culture, stagnant career, all power lies with managers",3.0,5.0,2.0,1.0,1.0
680,"""Sales""",I worked at IBM full-time for more than 8 years,Mobility  and flexibility,Poor pay and not a lot of salary movement,5.0,1.0,1.0,1.0,1.0
681,"""Package Consultant""",I have been working at IBM full-time for more than a year,Ability to work remote often,Communication while working remote is tough,4.0,4.0,2.0,3.0,2.0
682,"""Agile, open space...""",I have been working at IBM full-time for more than 8 years,"Many great tool and learning paths. Since it’s such a large organization, there are many opportunities at your disposal and you can choose the areas you want to focus on to advance your career.",Many functions are very siloed and the communication from the various channels become sensory overload. The number of meetings make it impossible to get your work done during a normal 8 or 10 hour workday.,2.0,3.0,3.0,4.0,3.0
683,"""The dinosaur""",I worked at IBM full-time for more than a year,"Great name recognition.
Great team and managers (all the way up to third line manager)",Lacks strategic vision on many of its products.,,,,,
684,"""Digital sales""",I worked at IBM ,Great growth opportunities in many different product portfolios and a lot of training,Large company can be an adjustment,5.0,5.0,5.0,5.0,5.0
685,"""Great Company but Colocation is a challenge""",I have been working at IBM full-time for more than 3 years,You are surrounded by some incredible minds and diverse talent. There is a great emphasis on personal and professional development.,"A lot of politics, and often times a lack of unity. Constant re-orgs and colocation policies have resulted in losing some great people.",3.0,5.0,5.0,4.0,2.0
686,"""Most generous way I could describe it is ""adequate""""",I have been working at IBM full-time for more than a year,"They are hiring a lot of younger folks, which is good news for new grads. They have a number of decent long term projects and as long as you're getting your work done you have good job security.","They underpay, hard. They are not competitive especially at the entry level. Older, long time employees have benefits that new employees can't even get anymore (smaller PTO ceiling, etc). Generally the government contracts are working with outdated technology or in house stuff that nobody outside would have even heard of because nobody else uses it since there are popular, well functioning alternatives is basically everything. Raises are done on a schedule and are incredibly difficult to negotiate.",4.0,1.0,3.0,2.0,3.0
687,"""Layoffs galore""",I worked at IBM full-time for more than 3 years,Able to work remotely....and that's it,"Layoffs left and right.  They keep acquiring companies without any kind of long term plans and then they dump them, with thousands of employees suffering the consequences.  Severance package is laughable.  
Tools are obsolete and processes even worse.  I am embarrassed to have ""IBM"" on my resume.",3.0,1.0,1.0,2.0,1.0
688,"""SALES PREVENTION""",I worked at IBM full-time for more than 5 years,IBM gets you in the door at most customers.,Cronyism to the maximum!  A culture of red tape that prevents IBM from being relevent in the Tech world. Old school mentality that will not change until they stop hiring senior management who has been with the company for a long time.,5.0,1.0,2.0,2.0,1.0
689,"""They don't want older employees""",I have been working at IBM full-time for more than 8 years,Huge company with many benefits,Every year they are looking to get rid of experienced American employees in favor of hiring cheap Indian workers.,3.0,3.0,2.0,2.0,1.0
690,"""IBM has a Big Tent and there is room for everyone - jut ask me""",I have been working at IBM full-time for more than 10 years,"I have come to IBM as an intern in Research, and have worked on long term client engagements and been on 3 international assignments.  I have enjoyed the opportunities to expand my skill and to work with IBMers from every Geo.  The latter has been one of my best experiences. Today I continue to work in a Global role and I'm still as excited meeting and collaborating wit IBMers from all parts of the Globe",There are some places I do not wish to go at certain times,4.0,5.0,5.0,5.0,5.0
691,"""Do Not Recommend""",I have been working at IBM full-time for more than 5 years,Great  starting Salary out of school,High Turnover with gobs going out of country.,3.0,3.0,3.0,4.0,3.0
692,"""Most disjointed place I ever worked.""",I have been working at IBM full-time for less than a year,"Good pay. great coworkers.  snacks, can work from home most days.","Missing some perks I got elsewhere like on-prem gym and cell phone stipend.  It seems like most things never get done, don't work right or are late.  Everyone has a sense of irony.  Whenever I assume something will work out my coworkers say, ""you must have never worked for IBM berfore"" or ""prepare to have your hopes and dreams crushed.""  They are joking but only half-joking.",3.0,4.0,4.0,4.0,2.0
693,"""Amazing Company""",I have been working at IBM full-time for less than a year,Working at IBM is amazing because of the new technology.,There is a great deal of hard work and dedication needed.,,,,,
694,"""Best Company To Work For!""",I have been working at IBM full-time for more than 3 years,"Brand Reputation
Learning Resources
Positive Culture
Meaningful Work",I have none to report,5.0,5.0,5.0,5.0,5.0
695,"""Poor""",I have been working at IBM full-time for more than 10 years,IBM is a good company to gain experience.,Pay and opportunities for advancement is poor.,2.0,2.0,2.0,2.0,2.0
696,"""Good for someone just getting started in IT""",I have been working at IBM full-time for less than a year,"3 weeks vacation 
Great health insurance 
Paid trainings
Get lots of certifications",A lot of driving but paid for mileage,3.0,4.0,5.0,3.0,4.0
697,"""A lot of good people were Co-located!""",I worked at IBM full-time for more than 10 years,The  benefits were good.,"In 2017 and 2018, IBM decided to co-located their entire US Marketing department. This is where they asked their entire Marketing team to move to one of the 6 key cities that they had selected. If you didn't up and move your entire family, then you were without a job. 

This was completely unfair as there were so many GREAT marketers who had been loyal to the company 20 or 30 years, and were now without jobs! The only ones who could truly co-locate were younger people with no families or roots established.

So, if you were in your mid-30s and up, and not currently located in 1 of the key cities, you were basically going to lose your job.

This was a cheap way to layoff a lot of great older workers, and IBM should be ashamed of themselves!!! STAY away from IBM unless you're under 30 years old!",2.0,1.0,1.0,3.0,1.0
698,"""Great company to work for""",I have been working at IBM full-time for more than a year,"Great company to work for, good CEO and good work environment.",work life balance  could be better,3.0,3.0,4.0,4.0,4.0
699,"""Work Life Balance""",I have been working at IBM full-time for more than 3 years,"Great for working mothers, flexibility",Salaries not as competitive,5.0,3.0,3.0,3.0,2.0
700,"""Great experience""",I worked at IBM part-time for less than a year,Great opportunity to learn and good people.,Work was not very interesting.,5.0,5.0,5.0,5.0,5.0
701,"""System Engineer at IBM""",I worked at IBM full-time for more than a year,"Great place to work.
Great work/life balance
Scope for tremendous opportunities",Nothing I can say about,5.0,5.0,4.0,4.0,3.0
702,"""A friendly work place environment""",I have been working at IBM full-time,"Flexible timings, work from home options",Compensation is not at par with market,,,,,
703,"""Just know what you are getting into""",I worked at IBM full-time for more than 3 years,Long standing history of being in business. A lot of committed individuals.,Lots of products and people selling them. A lot of channel conflict and difficulty understanding who owns what.,3.0,3.0,4.0,2.0,3.0
704,"""Good entry level place, but no growth""",I have been working at IBM full-time for more than 5 years,"You can learn many different types of skills, get on projects and experience what it's like to be a consultant. Get your hands wet kind of place.","After almost 5 years there, you won't have opportunities to grow your career and advance levels, so you will need to move on. If you move to Baton Rouge, don't expect to make it a career move.",5.0,2.0,1.0,1.0,1.0
705,"""Data Scientist""",I have been working at IBM full-time for more than 3 years,"Benefits 6% match 401k, relax dress code, easy going environment","Poor pay, top heavy management, high up positions shuffle often there’s no accountability for their projects, poor yearly raises",3.0,2.0,3.0,2.0,1.0
706,"""Big Blue""",I have been working at IBM full-time for more than 5 years,"Benefits
Corporate Giving Program
Innovation
Large multi-million $ Clients","Horrible employee tools - lotus notes email, internal system (w3)
Disengaged employees
Too many cooks in the kitchen
Length of time to make any kind of decision",3.0,1.0,2.0,4.0,1.0
707,"""10+ Years As a technology Expert/Management""",I have been working at IBM full-time for more than a year,Work Ethic and Environment with a great group of people.,"Overworked, Unorganized, Hiring demand is disappointing, making promises to candidates that are false. Lots of lies, No Raises.",,,,,
708,"""Beware if you moved to IBM as part of an acquisition""",I have been working at IBM full-time for more than a year,The people who have been at IBM outside of an acquisition are wonderful. I came to IBM as part of am acquisition along with over 1000 employees.,They eliminated our positions which came over from the acquisition after less than 2 years.  The family health insurance plan is costly with a high deductible.,,,,,
709,"""It was an OK job""",I have been working at IBM full-time for more than 5 years,Good Pay for telecommute position,50/50 chance you will have a job tomorrow.,,,,,
710,"""Company has really gone down hill""",I have been working at IBM full-time for less than a year,Not aware of any during my employment.,Too many to mention.  Poor upper level management.  Poor employee respect.  Work approach/direction very poor.  Work efforts not rewarded.  I worked most all my vacation/time off periods.  I ended up leaving after only 1 year.,1.0,1.0,1.0,2.0,1.0
711,"""Not good to work for""",I worked at IBM full-time for more than a year,No pros for this company,They don't treat employees as people. You're called resources.,,,,,
712,"""IBM a company with a lot of history, that can be good to work for""",I have been working at IBM full-time for more than 3 years,Infinite opportunities. Pays well. Work life balance,Multiple older employees coasting for retirement.,5.0,4.0,5.0,5.0,3.0
713,"""IBM""",I have been working at IBM full-time for more than 5 years,The increased support available within a large org are appreciated,The benefits packages leave much to be desired,,,,,
714,"""IBM  is a great company but has a lot of internal termoil, lots of process churn""",I have been working at IBM full-time for more than 3 years,A well-known company that pays well and the technology and work challange is there (in a good way),The mgmt teams don't seem to communicate and they lack a consistent process for such a large company.,4.0,3.0,3.0,5.0,2.0
715,"""Don't work for them""",I worked at IBM full-time,The people I worked with were awesome.,"The company doesn't care, they will throw you away in a heart beat.",3.0,1.0,2.0,4.0,1.0
716,"""Look for cheap labor""",I have been working at IBM full-time for more than 10 years,"Invest in training, give the correct tools to do the job.",Always trying to cuts costs meaning that your job is seems always in limbo,5.0,4.0,4.0,4.0,3.0
