,pro,con
1256,wonderful experience,cheaper labor
1257,huge plus,the same spot
1258,respectful people,the reporting
1259,fun events,no way
1260,all the time,this job
1261,ethical,claims
1262,principled leadership team,current sales
1263,collegiate atmosphere,the commission portion
1264,partner,an average salary
1265,the center,average
1266,corporate jet,mediocre benefits
1267,generators,vacation day allotment
1268,other relief aid,the worst
1269,hurricane victims,market standard
1270,puerto rico,process slow
1271,greenfield,wrong market strategy
1272,role,home
1273,an idea,minimal degree
1274,sacred cow,new technology
1275,milk,this area
1276,great management team,fractured business tools
1277,matter,an effective interaction
1278,here 15,poor field service management
1279,myself,excessive travel
1280,quite long time,high level communications
1281,skills,human resource department
1282,interesting technologies,silicon valley
1283,all business dealings,small
1284,an engineer,robust processes
1285,inkjet printing,smaller organizations
1286,thermodynamics,some roles
1287,heat transfer,result
1288,microscopic fluid flow,long working hours
1289,electrical design,late hours
1290,20 years,lazy stuff
1291,the same field,no team work
1292,travel opportunities,uncertainty
1293,chances,the pipeline
1294,many different types,young employees
1295,positions,parking
1296,the right things,the average
1297,more,industry standards
1298,the agile,the board
1299,general,the hiring
1300,each division,carly fiorina
1301,the pleasure,the beginning
1302,an issue,the 21st century
1303,theft,the compaq merger
1304,passive,2001
1305,aggressive attitudes,the same time
1306,falsification,carly
1307,reports,force restructuring
1308,the value,wfr
1309,weekday,initiative
1310,weekend,thousands
1311,the highest level,hp employees
1312,the goals,decades
1313,each quarter,service
1314,the vision,monday morning wfr
1315,worldwide accomplishments,the new hp
1316,cool,workforce
1317,committed leadership team,this period
1318,humans,lower cost labor mills
1319,active sites,relevant needs
1320,the organization values,the competition
1321,teaching,nice work environment
1322,big pro,any product
1323,businesses,potential market
1324,the hp,an interesting technology
1325,today,those two things
1326,the box,risk averse
1327,healthy,the commute
1328,the salaries,an issue
1329,high performers,secret
1330,new graduate,this technology company
1331,the skills,top dollar
1332,clear vision,any big company
1333,different teams,decision making
1334,the drive,quite slow process
1335,the resources,health insurance
1336,true part,product development
1337,the board,more forecasting
1338,work force,less reaction
1339,longer term employees,overhead
1340,recently they,new tools
1341,college grads,not the
1342,vacation time,thing
1343,most cases,outsiders
1344,the difference,the best
1345,high morale,the best shape
1346,the right direction,the middle
1347,awesome ceo,workforce growth
1348,creativity,turnover
1349,far the best part,growth opportunities
1350,style,annual
1351,an industry trend,bonuses
1352,the work day,group
1353,the local sites,the same lump sum
1354,social,some basic research
1355,fun atmosphere,the metlife
1356,very team,dental benefits
1357,common goal,first
1358,great projects,the claim
1359,tangible results,such terrible insurance option
1360,every aspect,hp salaries
1361,the product development life cycle,competitors
1362,good benefit package,raise
1363,work location,desorganised
1364,possibilities,some areas
1365,job rotations,the it
1366,an amazing experience,purchasing areas
1367,little,many sv companies
1368,year,far the worst experience
1369,months,the separation
1370,the past years,political innuendos
1371,the women,the collaboration tools
1372,every morning,nightmare
1373,positive work atmosphere,teslas
1374,all employees,that toxic work environment
1375,breath,big
1376,fresh air,major challenge
1377,the rest,goals
1378,the positivity,way
1379,daily basis,frustrations
1380,the office,great manager
1381,wonderful relationship,technical lead
1382,business impact network,moving parts
1383,great salary,it systems
1384,great innovation,each other
1385,financial strength,some residual hr outsourcing complexities
1386,good colleagues,previous
1387,countries,wish hp inc
1388,11 years,portland
1389,product quality,the drive
1390,sales transformation,the working environments
1391,wearables,many sites
1392,incubation,purpose
1393,cto vision team,funds
1394,new challenges,central
1395,amazing career opportunities,hr functions
1396,generous bonus,some work
1397,company performance,week
1398,different perspectives,not too different
1399,flexible work,other major corporations
1400,smartest people,the longer term
1401,keeping employees,expectations
1402,education,early morning
1403,diverse,the flip side
1404,the right personal focus,flexibility
1405,worldwide exposure,call
1406,change management,night
1407,the leadership,colleagues
1408,bunch,all day
1409,overgrown children,the office
1410,good exposure,flexible hours
1411,important policies,sunday evenings
1412,work related areas,friday
1413,innovative practices,vacations
1414,growth mindset focus,vacation
1415,communication,the next several weeks digging
1416,the whole organization,email overload
1417,the benefits,rough
1418,different job roles,few years
1419,the values,the split
1420,interesting job,elsewhere
1421,good technology,the work conditions
1422,social events,pressures
1423,open,publicly
1424,great customer,the burden
1425,strong leadership,some bureaucracy
1426,strong operations,an upper management
1427,global company,the masses
1428,cross country experiences,fiorina
1429,no performance ratings,hurd
1430,great foundation,apotheker
1431,exciting things,few big impact items
1432,telecommuting,many smaller
1433,number,governance
1434,hp co,the right decisions
1435,the employee experience,the broader organization
1436,greater autonomy,complex organization
1437,ethos,matrix structure
1438,energy,global companies
1439,hp products,early mornings
1440,the personal systems space,late nights
1441,3d print,the same day
1442,top level management,sites
1443,great potential,the older side
1444,family friendly,org
1445,the us,management levels
1446,some good people,interesting new
1447,morale,then
1448,good amount,flexible schedule
1449,many healthcare options,good thing
1450,the motivated,60
1451,different things,the pay
1452,fact,mid age employees
1453,various job disciplines,nearby companies
1454,the takeover,many
1455,the commitment,housing prices
1456,35,the portland metro area
1457,45 hours,the vancouver site
1458,week,pay adjustment
1459,no,the onboarding process
1460,17 days,restricted budgets
1461,tuition reimbursement program,limited resources
1462,college debut assistance,overall compensation
1463,clubs,the rest
1464,four person pods,tech industry
1465,grey cubes,leased offices
1466,decorations,the salaries
1467,stock purchase,comparable jobs
1468,life long employees,more emphasis
1469,little workload,long term career
1470,free time,salary boosts
1471,chief diversity officer,the long time
1472,lesley slaton,faithful employees
1473,brown,newer employees
1474,catherine lesjak,higher pay level
1475,top notch minds,an administrative burden
1476,other timezones,strategic work
1477,most corporate standards,any place
1478,super,paycheck
1479,six figures,the place
1480,sandbagger,incredible work ethics
1481,the reason,more hp tv commercials
1482,mentor,showcase
1483,worldwide company,no complaints
1484,partners,strict enforcement
1485,smaller firm,hp employee events
1486,basketball court,animosity
1487,couple,members
1488,volleyball sand pits,both hp
1489,strong opportunities,technical
1490,new jobs,sales compensation
1491,one thing,travel
1492,great rotation opportunities,the hr resources
1493,opportunites,juggling priorities
1494,regional core location,the different projects
1495,the pac nw,hq
1496,reinvention,an hour
1497,great sense,comprehensive benefits
1498,sites,the compensation
1499,workers working space,other tech company
1500,edge technologies,very
1501,innovative environment,no set
1502,good relationship,career path
1503,the great technology shift hp,productivity
1504,full control,hey
1505,chance,splitting
1506,home office,fortune 10 company
1507,new vehicle,half
1508,every years,new hire
1509,decent benefits package,assistance
1510,everyday tasks,crappy wifi
1511,team effort leaders,the network
1512,access,the normal corporate problems
1513,certificate training,personalized responses
1514,endless possibilities,problems
1515,salaries,enough people
1516,excellent learning,aggressive timelines
1517,professional growth opportunities,hard
1518,the initiative,lateral
1519,10 years,network
1520,great cultures,personal brand
1521,decisions,doublespeak
1522,class execution,efficiency
1523,the core products,the two ideas
1524,both pc,the timelines
1525,printers,poor communication
1526,environemnt,different
1527,good atmosphere,the product discount
1528,great overall company culture,constant innovation
1529,competitive compensation,large organization
1530,vast amount,initiatives
1531,further growth,fast paced environment
1532,endless resources,working
1533,secure,exciting projects
1534,some nice perks,an idea
1535,not bad place,global role
1536,30 years,morning meetings
1537,that time,these
1538,hp benefits,frequency
1539,wide mix,the past years
1540,one business group,complex systems
1541,an international assignment,early
1542,large,late start times
1543,one area,global organization
1544,meaningful career,no official career mapping
1545,exciting place,compensations
1546,a3 products,the bay area
1547,2020,wellness subsidy
1548,industry,food subsidy
1549,competative salaries,sabbaticals
1550,open communication,every few years
1551,good steady job,success
1552,average health,low increases
1553,coverage,annual reviews
1554,no hsa,high growth culture
1555,new hires,the median
1556,processes,the pathways
1557,hp great benefits,salary advancement
1558,amazing flexibility,the benefits
1559,good professional development,the side effect
1560,good source,the leadership ladder
1561,job search,the career advancement opportunities
1562,the individual,the right person
1563,hewlett packard enterprise,self starters
1564,meeting,the training
1565,needs,the onus
1566,few cool people,privacy
1567,the building,downside
1568,global company diversity,just something
1569,few people,compensation rates
1570,the management,class
1571,average,now
1572,the environment,quota
1573,hour,increase
1574,different projects,long way
1575,yearly pay increase,pockets
1576,yearly bonus,the managers
1577,hard work,constructive feedback
1578,generous time,some things
1579,okay benefits,other large companies
1580,strong products,example
1581,excellent company focus,but
1582,print,room
1583,nice view,input
1584,office,inevitable bureaucracy
1585,high relevancy,the valley
1586,good work ethics,many folks
1587,quite rush,minds
1588,new blood,resource constraints
1589,great resources,slow career growth
1590,the best side,while
1591,the house,specific initiatives
1592,investments,the mass level
1593,bit,older employee base
1594,still dresses,some groups
1595,an excellent director,help
1596,this culture,younger talent
1597,san diego,no much room
1598,great hr,sometimes long hours
1599,outstanding work environment,sometimes quantity
1600,nice management team,board
1601,world class,assertive goals
1602,technical level,additional demands
1603,1st level managers,wearing multiple hats
1604,balance work,these lines
1605,physical work environment,better
1606,all colors,no time
1607,creeds,the greatest
1608,orientations,very early
1609,long hours,late calls
1610,the temptation,all the different time zones
1611,some groups,frozen tundra
1612,vacations,middle management
1613,the ride,old ways
1614,different role,slim margins
1615,many employers,serious limits
1616,an employer,an older worker
1617,progressive,the next layoff
1618,excellent team,today
1619,managers etc,evening meetings
1620,vps,many managers
1621,custodians,some employees
1622,annual reviews,literally 30
1623,good work,retirement
1624,fair pay,ft employment
1625,the facilities,front
1626,day,an incentive
1627,weekends,within
1628,company discounts,no room
1629,any negative way,high turn
1630,the sunnyvale,dead market
1631,an amazing gym,all work
1632,quality people,offshore locations
1633,high standards,the stress
1634,conduct,mentor
1635,exciting products,the offshore labor
1636,innovation global company,ownership
1637,team new campus,timezones
1638,houston,the result
1639,collaborative company culture hp,very exhausting schedule
1640,an inclusive environment,daytime
1641,active groups,14 hour start
1642,young employee network,gaps
1643,professional women,the office environment
1644,new 3d development big,packed
1645,team spirit,no privacy
1646,compensation,noise
1647,good teams,headphones
1648,team member,some flexibility
1649,some good benefits,better focus environment
1650,calm work environment,no problem
1651,the best reasons,ineffective
1652,this job,fair amount
1653,tons,lazy people
1654,different customers,some bright people
1655,the working staff,stupid project ideas
1656,any struggle,various year round celebrations
1657,the best grocery store,no career growth potential
1658,team work experience,10 years
1659,an amazing team,once you
1660,the salary,entry
1661,the hours,intermediate
1662,holidays,the career plateau
1663,48,specialist
1664,company picnic,five years
1665,the first year,the next career ranking
1666,voice,so many
1667,the smartest,top
1668,job sharing,every 18 months
1669,flexible work schedules,seas
1670,respectful work culture,80
1671,the technical work,generally not
1672,new directions,sticky notes
1673,broad functions,customer info
1674,international assignments,somebody
1675,great agencies,the phone
1676,diverse employees,the info
1677,pretty,paper
1678,the separation,mexico
1679,hpe,lack development opportunity
1680,chill,software engineer
1681,continuous process improvement,value software
1682,mostly good management,almost no one
1683,excellent place,software background
1684,team building,offshore software work
1685,car,the lowest bidder
1686,customer service people,the quality
1687,3wks,the inkjet fw lab
1688,friendly,complete shambles
1689,new products,hundreds
1690,an established company,firmware engineers
1691,silicon valley history,the globe
1692,several layoffs,mountain
1693,jobs,technical debt
1694,regular employee,almost no velocity
1695,the current businesses,this combination
1696,new categories,dysfunctional organization
1697,decent compensation great benefits,many big companies
1698,collaborative work environment,very limited growth
1699,wonderful colleagues,salaries same
1700,fun people,no separation
1701,high volume,wages
1702,extensive expertise,many situations
1703,many way,workloads
1704,extensive potential,an unspoken expectation
1705,15 years,evening
1706,the first time,inefficient use
1707,strong identity,new people
1708,core strengths,the same skills
1709,the pc,another department
1710,solutions businesses,an individual team
1711,the result,the other side
1712,the strongest product portfolio,another
1713,all things,timely fashion
1714,all customers,the offices
1715,honesty,many inefficiencies
1716,the development,workers
1717,paternity,the past year
1718,voluntary day,the the employees
1719,brilliant minds,the extensive use
1720,market rate,tasks
1721,moderately good benefits,vacations days
1722,the work environment,younger employees
1723,canteen,more vacation
1724,mostly,few monetary incentives
1725,onsite repair techs,the year
1726,online,work life balance travel
1727,repair,many organizational layers
1728,videos,maybe hp inc
1729,mobile hotspot,the best salary
1730,the good ole,ever
1731,33 years,not the best career opportunities
1732,careers,no free food
1733,different jobs,great new gym
1734,pockets,sta fe
1735,tremendous backgrounds,place
1736,good change,downtown
1737,many tech companies,traffic
1738,pioneer,next round
1739,new marketing techniques,job cuts
1740,emphasis,customer satisfaction
1741,some work,most people
1742,some areas,temp contracts
1743,the same place,so lot
1744,each day,team members
1745,ford,quick advancement
1746,flexible work times,intrinsic satisfaction
1747,even wfh,the challenge
1748,new campus,higher level job
1749,fall 2018,order
1750,new office,market value
1751,ergonomic spaces,longer time
1752,values flexible,aging workforce
1753,networking resources,no place
1754,one reason,millennials
1755,ethical work environment,poor salaries
1756,great learning environment,poor benefits
1757,interesting travel,political lack
1758,no real cons,leadership lack
1759,this point,vision
1760,great medical benefits,global level
1761,better,more baby boomers
1762,industry great location,not enough genx
1763,united states,geny
1764,good work culture,more new hires
1765,atleast,large backlog
1766,the ww channel org,driving
1767,flexible timings,holidays
1768,great good,the life
1769,collaborative everyone,customer service employee
1770,matching contributions,value experience employees
1771,charities,work force
1772,surroundings,manager
1773,sports activities,experience
1774,super events,low working efficiency
1775,success,education
1776,excelent company,overlapping roles
1777,good salaries,no challange
1778,better work life balance,van
1779,comparable tier tech companies,directives
1780,family first,those directives
1781,talented workforce,delusional equilavancies
1782,tremendous focus,markets
1783,occasional remoting,service calls
1784,very skilled,no accountability
1785,mid level management,the it teams
1786,the last couple,desperation
1787,work flexibility,field service personnel
1788,some interesting products,blatant sbc violations
1789,reasonable environment,this particular mps division
1790,quarterly events,the greatest advice
1791,week vacation,some thing
1792,an effort,this great company
1793,worldwide tool,some time
1794,typical corporation,else moves
1795,decent wage,the cancer
1796,not only quality,treatment
1797,strong leadership team,any negatives
1798,the company size,tight ship
1799,any individual,the growth company
1800,the core,the bigger names
1801,leading edge technology company,foreign countries
1802,large market place,operating
1803,work ethic,60 countries
1804,diverse company,truly global company
1805,advancement opportunities,the right
1806,an ideal place,best outcome
1807,young family resonable,organization resources
1808,overworked friendly,working hours
1809,reasonable pay,more open flexibility
1810,some new technologies,inflation
1811,many intriguing design,admin tools
1812,solid bench strength,different ways
1813,reasonable tuition reimbursement,the 3rd system iteration
1814,brilliant peers,not lot
1815,world class processes,technical skills
1816,respect one,hands
1817,reasonable standards,ongoing layoffs
1818,young,more detailed info
1819,regional,effort
1820,global teams,low touch growth
1821,potantial,ceasing ireland operations
1822,some great colleagues,the customer
1823,first line managers,the shareholders
1824,some cool technology,all cons
1825,new skills,shock
1826,great brand recognition,the traction
1827,some positions,meaningless cogs
1828,strategic level,the upper management
1829,idano,the sales teams
1830,large initiatives,run
1831,multiple organizations,any better
1832,job roles,sales teams
1833,hierarchy,most companies
1834,long way,dirt
1835,the pay,turn
1836,quarterly outings,the company parties
1837,some teams,hp products
1838,hands,much growth
1839,newest technology,entry level employees
1840,good leadership chances,job security
1841,decent individual contributors,same
1842,direct teammates,any tech
1843,employee centric,slow business decision
1844,renengineering,hewlett packard
1845,hewlett packard,fair bit
1846,wonderful company,all the products
1847,much,the signs
1848,the balance,the vine
1849,process,new director
1850,friends,micro manager
1851,excellent culture,pmps division
1852,growth potential,frame
1853,comments,no idea
1854,good balance,the field
1855,good time,difficult tools
1856,good reputation,territory
1857,good market position,failure
1858,great exp,no true voice
1859,quality products,updates
1860,some great,spreadsheet
1861,knowledge sharing,new crm
1862,such an experienced workforce,q4
1863,great time,2017
1864,high integrity,little training
1865,these true leaders,little support
1866,technicians,little managerial support
1867,the shop floor,inequalities
1868,fellows,the same compensation
1869,corporate strategy,profits
1870,the long term,the 2008 recession
1871,tremendous assets,no sign
1872,the legacy,the 401k plan
1873,many generations,the espp
1874,outstanding contributors,the team building
1875,ways,certain departments
1876,no other company,global team
1877,few managers,ways
1878,high quality,low compensation
1879,great co,offers
1880,tech company,top tech companies
1881,major holidays,big problem
1882,yearly bonuses,poor countries
1883,company car,no good
1884,short term disability,holiday parties
1885,the company supplements,lamest
1886,the program,few strong software engineers
1887,full pay,either
1888,sdi,marketing background
1889,half,some dishonest people
1890,any complications,the management
1891,the last few years,100kbs internet connection
1892,strong focus,hr departments
1893,new talent,no amenities
1894,enthusiasm,cafeteria
1895,younger,renovation
1896,the complacency,innovation departments
1897,older reviews,that little
1898,different business units,that company
1899,driven,slow sometimes process
1900,the latest,one team
1901,tech,good work life balance
1902,delight,action
1903,personal development goals,ranking
1904,each employee,rating
1905,brilliant veterans,rate people
1906,peaceful work,ordinal manner
1907,amazing work,bottom performers
1908,home policies,bottom performer
1909,field sales,dream team
1910,reasonable sales quotas,previous high performers
1911,solid benefits company car,target
1912,wages,cost reduction
1913,intern events,an amazing challenge
1914,position,trust
1915,gas card,huge inequality
1916,no local office,feeling
1917,personal usage,no connection
1918,new people,slow moving
1919,familiar faces,outdated facilities
1920,friendliness,relatively
1921,benefits package,are
1922,length lf,annual discretionary bonuses
1923,helpful team,business conditions
1924,little formal training,the remaining workers
1925,an old company,huge amount
1926,wast technology experience,the different business units
1927,young people,separate companies
1928,fresh,conflict
1929,good growth opportunities,supply chains
1930,many technology division,the overall good
1931,group,only the effects
1932,different technology,the business unit
1933,always room,no vision
1934,very innovative products,acquisitions
1935,great work culture,palm
1936,employer,3com
1937,choice,autonomy
1938,working mothers,hp culture
1939,bad apples,not safe environment
1940,certain circumstances,ibm
1941,sick kids,all cases
1942,competitive environment,anonymous ethics
1943,average salary,unjust results
1944,,advancement path
1945,,geography
1946,,ability
1947,,dont
1948,,many meetings
1949,,full schedule
1950,,notice
1951,,advantage
1952,,an employee
1953,,the one
1954,,best
1955,,employee success
1956,,typical large company
1957,,redundant work
1958,,no true stock options
1959,,no skin
1960,,the game
1961,,hiring
1962,,smaller company
1963,,some policies
1964,,declining markets
1965,,no career
1966,,no training
1967,,poor systems
1968,,routine
1969,,reporting tools
1970,,the running joke
1971,,hpi
1972,,the balance
1973,,required overtime
1974,,veterans day
1975,,saturday
1976,,every single day
1977,,19 days
1978,,november
1979,,saturdays
1980,,many departments
1981,,one time event
1982,,40 hours
1983,,real vacation
1984,,regular 12
1985,,dinner
1986,,very strong
1987,,views
1988,,the election
1989,,more emails
1990,,executives
1991,,one side
1992,,an outstanding company
1993,,sales
1994,,some reduction
1995,,needless delay
1996,,the things
1997,,several months
1998,,the sale
1999,,that hp
2000,,the exceptional technology
2001,,yourself
2002,,the tech industry
2003,,no rotation
2004,,development plans
2005,,restructuring
2006,,effective work hours
2007,,the company culture
2008,,some programs
2009,,schedules
2010,,sometimes drawing
2011,,line
2012,,good news
2013,,the process
2014,,the caliber
2015,,company revenues
2016,,the focus
2017,,cost savings
2018,,the last few years
2019,,force
2020,,brutal
2021,,similar positions
2022,,new manager
2023,,every year
2024,,some team member
2025,,original the schedule
2026,,factory
2027,,the rules
2028,,struggle
2029,,internal promotions
2030,,troublesome balance
2031,,the salary
2032,,many coworkers
2033,,the downside
2034,,few things
2035,,nagging
2036,,the shelves
2037,,the workers
2038,,hand
2039,,couple
2040,,bad apples
2041,,the admin force
2042,,better place
2043,,the great team
2044,,each promotion
2045,,inefficient methods
2046,,year contact
2047,,these wages
2048,,remote world
2049,,constant switching
2050,,management vision
2051,,big risks
2052,,great things
2053,,molasses
2054,,internal processes
2055,,basic execution
2056,,3d
2057,,executive leadership
2058,,combination
2059,,rash
2060,,emotional
2061,,value bomb
2062,,momentum
2063,,building
2064,,the largest tech companies
2065,,disruption
2066,,constant uncertainty
2067,,commoditization
2068,,limited career growth
2069,,short while
2070,,not great environment
2071,,the market changes
2072,,modern technology
2073,,bets
2074,,company footprint
2075,,many locations
2076,,the needs
2077,,the customers
2078,,territories
2079,,hrs
2080,,the latest trends
2081,,opportunity
2082,,roles
2083,,the client
2084,,years hp
2085,,living raise
2086,,fact
2087,,recent changes
2088,,the part
2089,,good position
2090,,usual
2091,,conservative
2092,,strict legal guidance
2093,,as well
2094,,the value chain
2095,,global
2096,,the typical large company set
2097,,system issues
2098,,no benefits
2099,,the almighty dollar
2100,,sight
2101,,good workers
2102,,good customers
2103,,career opportunities
2104,,about short term goals
2105,,much politics
2106,,the famous
2107,,the current culture
2108,,multiple teams
2109,,some cases
2110,,all the way
2111,,senior vp
2112,,even the ceo
2113,,single executive
2114,,misaligned incentives
2115,,new product ideas
2116,,former consultants
2117,,positive direction
2118,,the process improvements
2119,,external consultants
2120,,commute
2121,,bad decision
2122,,promotion opportunities
2123,,top performers
2124,,max
2125,,pay scale
2126,,no opportunity
2127,,development
2128,,car cost
2129,,average 250 miles
2130,,no set yearly
2131,,no christmas bonus
2132,,party
2133,,much notice
2134,,very high
2135,,few
2136,,rates
2137,,costs
2138,,unfair hiring
2139,,high pay
2140,,new external hires
2141,,xecutive levels
2142,,existing internal candidates
2143,,executive personality
2144,,the overall package
2145,,the highest
2146,,the space
2147,,necessary leadership qualities
2148,,no career growth
2149,,often management
2150,,vacant positions
2151,,salary increases
2152,,tight deadlines
2153,,low budget
2154,,presses
2155,,layoff
2156,,the best field engineers
2157,,some good ole boys
2158,,network activity
2159,,minimal women
2160,,senior leadership positions
2161,,resp
2162,,legal
2163,,all big companies
2164,,reductions
2165,,residual effects
2166,,morale
2167,,times pricing
2168,,the compensation structures
2169,,increasing complexity
2170,,carryover
2171,,hewlett packard days
2172,,separation
2173,,office spaces
2174,,throwback
2175,,the 60s
2176,,la madmen
2177,,enormous company
2178,,the right hand
2179,,the left
2180,,execs
2181,,primary company focus
2182,,consumer
2183,,the boat
2184,,consumer vr
2185,,insight
2186,,little opportunities
2187,,the organisation
2188,,simple process
2189,,the outsourcing
2190,,stock purchase plan
2191,,perks
2192,,priorities
2193,,every other year
2194,,great talent
2195,,the new strategy finishes
2196,,several management layers
2197,,slow
2198,,poor career opportunities
2199,,long
2200,,tenured employee
2201,,beauracy
2202,,last quarter
2203,,all free cash flow
2204,,dividends
2205,,pay bands
2206,,even average folks
2207,,mgmt
2208,,the norm
2209,,overall pay
2210,,smaller cubes
2211,,short walls
2212,,small group spaces
2213,,high noise levels
2214,,company property
2215,,space
2216,,boise
2217,,dublin
2218,,pile
2219,,debt
2220,,split
2221,,the way
2222,,excitement
2223,,devices
2224,,services
2225,,startup
2226,,team culture
2227,,no prospects
2228,,ranks
2229,,the better performers
2230,,the all star players
2231,,those early
2232,,slow process
2233,,the wisdom
2234,,enough pay
2235,,many processes
2236,,levels
2237,,mismatch
2238,,the size
2239,,the acquisitions
2240,,company changes
2241,,difficult resources
2242,,global outsourcing
2243,,global time zone differences
2244,,cost saving measures
2245,,an effect
2246,,few people
2247,,strong passion
2248,,exciting new technologies
2249,,rolling layoffs
2250,,upper mgmt
2251,,the past
2252,,industrial impact hp
2253,,absence
2254,,online platforms
2255,,pity
2256,,executive management
2257,,little concern
2258,,rank
2259,,too many internal fire drills
2260,,95
2261,,share
2262,,shrinking pie
2263,,corporate dinosaur
2264,,outdated processes
2265,,instability
2266,,company leadership
2267,,some hp org
2268,,past printing
2269,,limited advanced opportunities
2270,,poor yearly bonus
2271,,company activities
2272,,20 days
2273,,ams
2274,,other regions
2275,,world wide role
2276,,other time zones
2277,,virtual teams
2278,,longer virtual meetings
2279,,quick collaboration face
2280,,fixing
2281,,slow turn
2282,,discrepancy
2283,,time sales comp
2284,,draw
2285,,all the time hp
2286,,sick days
2287,,excessive goals
2288,,the scenes
2289,,extreme hostility
2290,,pipeline customer
2291,,hardly anyone
2292,,the same page
2293,,cutting
2294,,oversight
2295,,worldwide
2296,,ww
2297,,product
2298,,growth factors
2299,,tiresome
2300,,any negative feedback
2301,,the communication
2302,,constant reorganizations
2303,,new leadership
2304,,new management
2305,,chance
2306,,quite drive
2307,,the location
2308,,every
2309,,log
2310,,errors
2311,,the other team
2312,,mistakes
2313,,the other teams
2314,,the leader
2315,,such behavior
2316,,juvenile
2317,,d printer growth
2318,,old company
2319,,old equipment
2320,,slow adaption
2321,,the modern world
2322,,limited career path
2323,,no value
2324,,leader
2325,,no employee growth
2326,,much call
2327,,volume then
2328,,company vision
2329,,too many managers
2330,,managing
2331,,lively
2332,,better payscale
2333,,search
2334,,large portions
2335,,social issues
2336,,sinking morale
2337,,hp office
2338,,biggest con
2339,,the willingness
2340,,disorganized organizational structure
2341,,skeptical
2342,,high growth
2343,,the 1980
2344,,1990
2345,,protectionist position
2346,,program management
2347,,risk
2348,,no real tolerance
2349,,the current hp sites
2350,,true innovation
2351,,talk
2352,,the actions
2353,,the lowest level
2354,,senior technologist
2355,,the wrong thing
2356,,this same concept
2357,,the top performing technologists
2358,,the ones
2359,,concrete contribution
2360,,another senior technologist
2361,,the layoff
2362,,an engineer
2363,,the success
2364,,several projects
2365,,other engineers
2366,,any contribution
2367,,the financials
2368,,the contribution
2369,,personal reward
2370,,some key issues
2371,,the first level
2372,,the second level
2373,,the third level
2374,,no real experience
2375,,these positions
2376,,any other means
2377,,politicians
2378,,themselves
2379,,contribution
2380,,low performers
2381,,the significance
2382,,technicians
2383,,competence
2384,,some sites
2385,,significant hiring
2386,,new college graduates
2387,,older competent employees
2388,,the younger employees
2389,,the best technology company
2390,,resort
2391,,younger people
2392,,toxic work environment
2393,,new hires
2394,,the toxic management climate
2395,,the expense
2396,,many areas
2397,,one technologist
2398,,long commute
2399,,the environment
2400,,many other people
2401,,integrity
2402,,the toxicity
2403,,the top talent leaders
2404,,little future
2405,,top management
2406,,the same role
2407,,the houston area
2408,,stagnant business model
2409,,poor quality
2410,,office facility
2411,,still source
2412,,frustration
2413,,the systems
2414,,higher management directives
2415,,date
2416,,big bonus
2417,,several company freeze periods
2418,,business partner demands
2419,,old
2420,,functionality
2421,,no hike
2422,,many reorgs
2423,,the top level
2424,,interruptions
2425,,clear strategy
2426,,each quarter employees
2427,,frequent turnover
2428,,inside sales teams
2429,,field sales
2430,,sales operations
2431,,horrible raise structure
2432,,awards
2433,,not career
2434,,stress position
2435,,most managerial tasks
2436,,district team members
2437,,most technicians
2438,,3rd party
2439,,house techs
2440,,site
2441,,the issue
2442,,the relations
2443,,rudeness
2444,,knowledge
2445,,onsite
2446,,pay compensation
2447,,major rewards
2448,,small amounts
2449,,praise
2450,,local
2451,,service operations
2452,,rigid performance bonus structure
2453,,recently
2454,,the usual disadvantage
2455,,various business groups
2456,,slower
2457,,software
2458,,pay structure
2459,,commission draw payments
2460,,ote
2461,,horrible reporting tools
2462,,payments
2463,,not that great
2464,,mention
2465,,meg whitman
2466,,other top management need
2467,,the jobs
2468,,the little people
2469,,minimum pay
2470,,so
2471,,the vast majority
2472,,actual work
2473,,the company split
2474,,new jobs
2475,,senior leadership
2476,,little opportunity
2477,,more responsibility
2478,,salary increase
2479,,the original values
2480,,burnout
2481,,career growth opportunities
2482,,consistent pressure
